,Style,Category,Artist,Title,Year,Is painting,Face or body,Mean rating,Agreeableness,Anger,Anticipation,Arrogance,Disagreeableness,Disgust,Fear,Gratitude,Happiness,Humility,Love,Optimism,Pessimism,Regret,Sadness,Shame,Shyness,Surprise,Trust,Neutral,withChrist
1010,Modern Art,Impressionism,Frederic Bazille,port of the queen at aigues-mortes,1867,yes,face,1.85,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.615,0.385,0.0,0.154,0.0,0.0,0.0,0.0,0.077,0.077,0.154,0.0,no
1018,Modern Art,Impressionism,Frederic Bazille,view of the village of castelnau-le-lez,1868,yes,face,2.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.364,0.455,0.091,0.273,0.0,0.091,0.182,0.0,0.091,0.0,0.182,0.0,no
1023,Modern Art,Impressionism,Frederic Bazille,bathers (summer scene),1869,yes,face,1.9,0.1,0.1,0.2,0.2,0.0,0.1,0.1,0.1,0.9,0.3,0.3,0.5,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.0,no
1030,Modern Art,Impressionism,Armand Guillaumin,hollow in the snow,1869,yes,body,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.41700000000000004,0.16699999999999998,0.0,0.16699999999999998,0.0,0.0,0.5,0.083,0.0,0.0,0.0,0.0,no
1034,Modern Art,Impressionism,Jules Dupre,marine landscape (the cape and dunes of saint-quentin),1870,yes,none,1.4,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.1,0.2,0.2,0.0,0.0,0.3,0.1,0.5,0.0,0.0,0.3,0.2,0.0,yes
1036,Modern Art,Impressionism,Jules Dupre,sunset on the coast,1870,yes,none,2.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.1,0.4,0.0,no
1037,Modern Art,Impressionism,Jules Dupre,calm before the storm,1870,yes,none,1.5,0.1,0.0,0.2,0.1,0.0,0.0,0.8,0.1,0.2,0.0,0.0,0.0,0.3,0.1,0.4,0.0,0.0,0.0,0.0,0.0,no
1039,Modern Art,Impressionism,Edouard Manet,effect of snow at petit-montrouge,1870,yes,none,1.09,0.0,0.0,0.273,0.0,0.0,0.0,0.273,0.0,0.182,0.273,0.0,0.091,0.091,0.0,0.273,0.0,0.0,0.182,0.182,0.0,no
1043,Modern Art,Impressionism,Frederic Bazille,negress with peonies,1870,yes,face,1.81,0.078,0.022000000000000002,0.1,0.011000000000000001,0.011000000000000001,0.022000000000000002,0.044000000000000004,0.078,0.36700000000000005,0.444,0.18899999999999997,0.21100000000000002,0.022000000000000002,0.044000000000000004,0.17800000000000002,0.055999999999999994,0.044000000000000004,0.022000000000000002,0.289,0.0,no
1045,Modern Art,Impressionism,Marie Bracquemond,self-portrait,1870,yes,face,1.82,0.091,0.0,0.091,0.273,0.0,0.0,0.0,0.091,0.091,0.273,0.0,0.0,0.0,0.091,0.182,0.0,0.091,0.091,0.455,0.0,no
1047,Modern Art,Impressionism,Giovanni Fattori,frau martelli in castiglioncello,1870,yes,face,1.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,no
1048,Modern Art,Impressionism,Jules Dupre,choppy sea,1870,yes,none,1.64,0.091,0.091,0.273,0.091,0.182,0.091,0.273,0.091,0.091,0.182,0.091,0.0,0.182,0.091,0.091,0.0,0.0,0.182,0.0,0.0,no
1060,Modern Art,Impressionism,Berthe Morisot,the cradle,1872,yes,face,1.92,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.16699999999999998,0.5,0.083,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.33299999999999996,0.0,no
1069,Modern Art,Impressionism,Louise Abb&#233;ma,a game of croquet,1872,yes,face,1.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,no
1073,Modern Art,Impressionism,Edgar Degas,dance class at the opera,1872,yes,face,2.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,1.0,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,no
1080,Modern Art,Impressionism,Armand Guillaumin,sunset at ivry (soleil couchant &#224; ivry),1873,yes,none,1.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.6,0.3,0.2,0.3,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.0,no
1081,Modern Art,Impressionism,Giovanni Boldini,the model and the mannequin,1873,yes,face,1.2,0.0,0.1,0.1,0.1,0.1,0.2,0.4,0.0,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.0,0.0,0.1,0.0,no
1082,Modern Art,Impressionism,Claude Monet,autumn on the seine at argenteuil,1873,yes,none,1.57,0.214,0.0,0.14300000000000002,0.0,0.0,0.071,0.0,0.071,0.429,0.14300000000000002,0.0,0.214,0.071,0.071,0.071,0.0,0.071,0.071,0.14300000000000002,0.0,no
1083,Modern Art,Impressionism,Edgar Degas,a cotton office in new orleans,1873,yes,face,1.9,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.5,0.1,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.5,0.0,no
1084,Modern Art,Impressionism,Claude Monet,"impression, sunrise",1873,yes,body,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.636,0.273,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.091,0.182,0.0,no
1086,Modern Art,Impressionism,Alfred Sisley,the&#160;regattas&#160;moseley,1874,yes,body,1.5,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.1,no
1087,Modern Art,Impressionism,Alfred Sisley,under the bridge at hampton court,1874,yes,none,1.15,0.0,0.077,0.154,0.0,0.077,0.0,0.0,0.0,0.5379999999999999,0.231,0.077,0.231,0.0,0.077,0.0,0.0,0.0,0.077,0.231,0.0,no
1088,Modern Art,Impressionism,Alfred Sisley,molesey weir at hampton court morning,1874,yes,none,1.67,0.083,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.083,0.25,0.083,no
1089,Modern Art,Impressionism,Ioannis Altamouras,the port of copenhagen,1874,yes,body,2.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.6,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,no
1090,Modern Art,Impressionism,Francisco Oller,the student,1874,yes,face,1.82,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.091,0.273,0.455,0.182,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.0,no
1091,Modern Art,Impressionism,James Tissot,on the thames,1874,yes,face,2.09,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.545,0.091,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.0,no
1092,Modern Art,Impressionism,Pierre-Auguste Renoir,camille monet and her son jean in the garden at argenteuil,1874,yes,face,1.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.7,0.5,0.7,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,no
1093,Modern Art,Impressionism,Ioannis Altamouras,boat at the beach,1874,yes,none,1.12,0.013999999999999999,0.028999999999999998,0.174,0.013999999999999999,0.028999999999999998,0.043,0.145,0.0,0.188,0.145,0.013999999999999999,0.11599999999999999,0.188,0.07200000000000001,0.377,0.057999999999999996,0.013999999999999999,0.057999999999999996,0.145,0.0,no
1094,Modern Art,Impressionism,Alfred Sisley,regata at hampton court,1874,yes,body,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
1099,Modern Art,Impressionism,Eva Gonzales,a box at the italian theatre,1874,yes,face,1.38,0.154,0.0,0.077,0.077,0.0,0.0,0.077,0.0,0.6920000000000001,0.231,0.154,0.154,0.0,0.077,0.0,0.077,0.154,0.0,0.308,0.0,no
1100,Modern Art,Impressionism,Edouard Manet,the monet family in their garden at argenteuil,1874,yes,face,2.1,0.045,0.0,0.015,0.015,0.015,0.0,0.03,0.10400000000000001,0.851,0.34299999999999997,0.522,0.284,0.015,0.015,0.0,0.0,0.015,0.015,0.26899999999999996,0.0,no
1101,Modern Art,Impressionism,Claude Monet,camille monet and a child in the artistâs garden in argenteuil,1875,yes,face,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,no
1103,Modern Art,Impressionism,Gustave Caillebotte,the parquet planers,1875,yes,face,0.7,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.2,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,no
1105,Modern Art,Impressionism,Giuseppe de Nittis,a winter&#39;s landscape,1875,yes,face,1.73,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.636,0.364,0.091,0.182,0.0,0.0,0.182,0.0,0.0,0.0,0.182,0.0,no
1106,Modern Art,Impressionism,Edgar Degas,place de la concorde,1875,yes,face,1.45,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.364,0.273,0.182,0.091,0.0,0.0,0.091,0.0,0.0,0.091,0.273,0.0,no
1107,Modern Art,Abstract Expressionism,Victor Hugo,composition with taches,1875,yes,none,-0.7,0.0,0.1,0.2,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.5,0.0,0.0,no
1108,Modern Art,Impressionism,James Tissot,hush! (the concert),1875,yes,face,1.7,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.5,0.7,0.3,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,no
1109,Modern Art,Impressionism,Giovanni Fattori,bleifarbenes meer,1875,yes,none,1.2,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.1,0.4,0.3,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.1,0.1,0.0,no
1111,Modern Art,Abstract Expressionism,Huang Yongyu,cranes under lotus,1875,yes,body,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,no
1112,Modern Art,Impressionism,Konstantinos Volanakis,boats and children on the beach,1875,yes,face,1.36,0.182,0.0,0.364,0.0,0.0,0.0,0.0,0.091,0.636,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.0,no
1113,Modern Art,Impressionism,Pierre-Auguste Renoir,dance at moulin de la galette,1876,yes,face,1.58,0.16699999999999998,0.083,0.083,0.0,0.083,0.083,0.0,0.083,0.917,0.16699999999999998,0.16699999999999998,0.083,0.0,0.083,0.0,0.083,0.0,0.083,0.16699999999999998,0.0,no
1114,Modern Art,Impressionism,Edgar Degas,the absinthe drinker,1876,yes,face,1.8,0.0,0.0,0.2,0.0,0.1,0.1,0.5,0.0,0.1,0.1,0.0,0.0,0.5,0.1,0.8,0.0,0.0,0.2,0.2,0.0,yes
1115,Modern Art,Impressionism,Eva Gonzales,woman awakening,1876,yes,face,2.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,no
1116,Modern Art,Impressionism,Alfred Sisley,flood at port marly,1876,yes,none,1.9,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.2,0.4,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,no
1118,Modern Art,Impressionism,Gustave Caillebotte,"the bather, or the diver",1877,yes,face,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,no
1119,Modern Art,Impressionism,Gustave Caillebotte,"paris, a rainy day",1877,yes,face,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.455,0.182,0.182,0.091,0.0,0.0,0.182,0.0,0.0,0.0,0.091,0.0,no
1120,Modern Art,Impressionism,Louise Abb&#233;ma,lunch in the greenhouse,1877,yes,face,1.55,0.091,0.0,0.0,0.182,0.0,0.0,0.0,0.364,0.636,0.273,0.273,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.0,no
1121,Modern Art,Impressionism,Robert Harris,a north african interior,1877,yes,face,1.36,0.0,0.0,0.091,0.182,0.0,0.0,0.0,0.0,0.455,0.273,0.091,0.182,0.0,0.0,0.0,0.0,0.091,0.182,0.364,0.0,no
1122,Modern Art,Impressionism,Gustave Caillebotte,the nap,1877,yes,face,1.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.8,0.3,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.2,0.0,no
1123,Modern Art,Impressionism,Pierre-Auguste Renoir,jeanne samary in a low necked dress,1877,yes,face,2.5,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,yes
1124,Modern Art,Impressionism,Gustave Caillebotte,skiffs on the yerres,1877,yes,face,1.4,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,no
1125,Modern Art,Impressionism,Armand Guillaumin,le pont des arts,1878,yes,none,1.55,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.182,0.364,0.364,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.091,0.182,0.0,no
1126,Modern Art,Impressionism,Giovanni Boldini,lady in red coat,1878,yes,face,2.5,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.4,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,no
1127,Modern Art,Impressionism,Nicolae Grigorescu,sm&#226;rdan attack,1878,yes,face,1.45,0.0,0.364,0.091,0.0,0.182,0.182,0.636,0.0,0.0,0.0,0.0,0.0,0.273,0.091,0.636,0.091,0.0,0.091,0.091,0.0,no
1128,Modern Art,Impressionism,Giuseppe de Nittis,promenade hivernale,1878,yes,face,1.27,0.0,0.0,0.182,0.091,0.091,0.0,0.0,0.182,0.0,0.273,0.091,0.091,0.0,0.0,0.182,0.0,0.091,0.182,0.545,0.0,no
1129,Modern Art,Impressionism,Henri Gervex,rolla,1878,yes,face,1.5,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.833,0.16699999999999998,0.0,0.0,0.083,0.083,0.0,0.083,0.16699999999999998,0.0,no
1130,Modern Art,Impressionism,Louise Abb&#233;ma,portrait de sarah bernhardt,1879,yes,face,1.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,no
1131,Modern Art,Impressionism,Edouard Manet,self portrait with a palette,1879,yes,face,1.0,0.0,0.0,0.091,0.182,0.0,0.0,0.091,0.091,0.091,0.091,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.091,0.273,0.0,no
1133,Modern Art,Impressionism,James Campbell Noble,sunday morning,1879,yes,none,0.77,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462,0.231,0.0,0.077,0.231,0.0,0.308,0.077,0.0,0.077,0.0,0.0,no
1134,Modern Art,Impressionism,Mary Cassatt,in the box,1879,yes,face,1.54,0.0,0.0,0.154,0.0,0.0,0.077,0.077,0.0,0.5379999999999999,0.231,0.231,0.231,0.077,0.0,0.077,0.077,0.0,0.077,0.231,0.0,no
1135,Modern Art,Impressionism,Edgar Degas,two ballet dancers,1879,yes,body,1.73,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.545,0.0,0.0,0.455,0.0,0.0,0.0,0.091,0.0,0.0,0.455,0.0,no
1136,Modern Art,Impressionism,Louise Abb&#233;ma,portrait de mlle samary,1879,yes,face,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,yes
1137,Modern Art,Impressionism,Giovanni Boldini,the dispatch bearer,1879,yes,face,1.7,0.1,0.0,0.4,0.2,0.0,0.1,0.1,0.2,0.2,0.2,0.0,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.3,0.0,no
1138,Modern Art,Impressionism,Marianne North,red sea,1880,yes,none,1.8,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.6,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,no
1139,Modern Art,Impressionism,Marie Bracquemond,on the terrace at s&#232;vres,1880,yes,face,1.82,0.0,0.0,0.091,0.091,0.0,0.091,0.0,0.0,0.727,0.091,0.273,0.091,0.091,0.0,0.091,0.0,0.0,0.091,0.455,0.0,no
1140,Modern Art,Impressionism,Pericles Pantazis ,supreme court,1880,yes,none,1.27,0.0,0.0,0.182,0.0,0.091,0.091,0.091,0.091,0.455,0.364,0.091,0.364,0.091,0.0,0.0,0.0,0.091,0.0,0.091,0.0,no
1141,Modern Art,Impressionism,Marie Bracquemond,three ladies with parasol (aka three graces),1880,yes,face,2.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.7,0.3,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,no
1142,Modern Art,Impressionism,Eva Gonzales,the donkey ride,1880,yes,face,0.54,0.154,0.0,0.077,0.154,0.0,0.0,0.077,0.077,0.308,0.385,0.231,0.077,0.077,0.0,0.308,0.0,0.0,0.0,0.154,0.0,no
1143,Modern Art,Impressionism,Giovanni Fattori,berittener hirte und k&#252;he,1880,yes,face,1.5,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.16699999999999998,0.41700000000000004,0.5,0.16699999999999998,0.16699999999999998,0.0,0.0,0.16699999999999998,0.0,0.0,0.083,0.41700000000000004,0.0,no
1144,Modern Art,Impressionism,Frits Thaulow,evening at the bay of frogner,1880,yes,face,1.38,0.0,0.0,0.154,0.0,0.077,0.077,0.077,0.154,0.769,0.308,0.077,0.231,0.0,0.0,0.077,0.077,0.0,0.077,0.0,0.0,no
1145,Modern Art,Impressionism,Marie Bracquemond,le gouter,1880,yes,face,2.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.5,0.3,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.3,0.0,no
1146,Modern Art,Impressionism,Laszlo Mednyanszky,fishing on the tisza,1880,yes,body,0.92,0.0,0.0,0.077,0.0,0.0,0.0,0.077,0.0,0.308,0.154,0.0,0.231,0.154,0.0,0.231,0.0,0.0,0.154,0.077,0.0,no
1147,Modern Art,Impressionism,Ant&#243;nio de Carvalho da Silva Porto,"no areinho, douro",1880,yes,face,2.1,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.8,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,no
1148,Modern Art,Impressionism,Marianne North,"the street of blood, delhi",1880,yes,body,1.6,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.5,0.2,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.3,0.2,0.0,no
1149,Modern Art,Impressionism,Edgar Degas,three dancers in an exercise hall,1880,yes,face,2.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,no
1150,Modern Art,Impressionism,James Campbell Noble,"the old wharf, dordrecht, holland",1880,yes,none,1.3,0.0,0.1,0.3,0.1,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.0,0.1,0.2,0.0,no
1151,Modern Art,Impressionism,Charles Sprague Pearce,woman in white dress and straw hat,1880,yes,face,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.5,0.0,0.3,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,no
1152,Modern Art,Impressionism,Henry Herbert La Thangue,portrait of a young girl,1880,yes,face,1.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.3,0.1,0.0,0.2,0.0,0.7,0.0,0.1,0.0,0.1,0.0,no
1153,Modern Art,Impressionism,Marie Bracquemond,woman with an umbrella,1880,yes,face,2.0,0.077,0.0,0.154,0.077,0.0,0.0,0.077,0.0,0.6920000000000001,0.308,0.231,0.308,0.0,0.077,0.0,0.0,0.0,0.154,0.385,0.0,no
1154,Modern Art,Impressionism,Henry Herbert La Thangue,"the boat builder&#39;s yard, cancale, brittany",1881,yes,face,2.0,0.0,0.0,0.0,0.071,0.071,0.071,0.0,0.0,0.429,0.5,0.0,0.071,0.071,0.14300000000000002,0.214,0.0,0.071,0.071,0.14300000000000002,0.0,no
1155,Modern Art,Impressionism,Theodor Philipsen,brakkebroen landing stage on saltholm,1881,yes,body,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,no
1156,Modern Art,Impressionism,Edgar Degas,"little dancer, fourteen year old",1881,no,face,2.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.222,0.444,0.556,0.111,0.111,0.0,0.0,0.222,0.0,0.0,0.0,0.444,0.0,no
1157,Modern Art,Impressionism,Berthe Morisot,after luncheon,1881,yes,face,2.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.3,0.9,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,no
1158,Modern Art,Impressionism,Berthe Morisot,child in the rose garden,1881,yes,face,1.36,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.818,0.273,0.364,0.091,0.0,0.0,0.0,0.0,0.0,0.091,0.182,0.0,no
1159,Modern Art,Impressionism,Leon Wycz&#243;Åkowski,portrait of a lady,1881,yes,face,2.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,no
1160,Modern Art,Impressionism,Karl Edvard Diriks,fra akershus,1881,yes,body,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.273,0.091,0.091,0.0,0.0,0.273,0.0,0.0,0.091,0.0,0.0,no
1161,Modern Art,Impressionism,Pierre-Auguste Renoir,pink and blue,1881,yes,face,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.6,0.5,0.7,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,no
1162,Modern Art,Impressionism,John Henry Twachtman,landscape,1882,yes,none,1.0,0.0,0.0,0.083,0.0,0.0,0.0,0.16699999999999998,0.0,0.33299999999999996,0.33299999999999996,0.0,0.0,0.083,0.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,no
1163,Modern Art,Impressionism,James Ensor,the oyster eater,1882,yes,face,1.58,0.0,0.0,0.16699999999999998,0.16699999999999998,0.083,0.0,0.0,0.16699999999999998,0.583,0.16699999999999998,0.083,0.083,0.083,0.0,0.0,0.0,0.083,0.16699999999999998,0.25,0.0,no
1165,Modern Art,Impressionism,Aleksander Gierymski,altany,1882,yes,face,1.62,0.154,0.0,0.077,0.077,0.0,0.0,0.0,0.0,0.615,0.154,0.154,0.231,0.0,0.0,0.077,0.0,0.0,0.0,0.077,0.0,no
1166,Modern Art,Impressionism,Henrique Pousao,"miragem, n&#225;poles",1882,yes,none,0.6,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,no
1167,Modern Art,Impressionism,Edouard Manet,a bar at the folies-bergere,1882,yes,face,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.545,0.182,0.182,0.182,0.0,0.091,0.0,0.0,0.0,0.0,0.364,0.0,no
