,Style,Category,Artist,Title,Year,Is painting,Face or body,Mean rating,Agreeableness,Anger,Anticipation,Arrogance,Disagreeableness,Disgust,Fear,Gratitude,Happiness,Humility,Love,Optimism,Pessimism,Regret,Sadness,Shame,Shyness,Surprise,Trust,Neutral,withChrist
309,Post Renaissance Art,Baroque,Annibale Carracci,the flight into egypt,1603,yes,face,1.91,0.091,0.091,0.182,0.091,0.091,0.0,0.0,0.091,0.364,0.455,0.182,0.273,0.091,0.0,0.182,0.0,0.091,0.091,0.182,0.0,no
310,Post Renaissance Art,Baroque,Caravaggio,ecce homo,1605,yes,face,0.0,0.0,0.091,0.0,0.091,0.0,0.091,0.091,0.0,0.0,0.182,0.0,0.0,0.091,0.182,0.364,0.273,0.0,0.0,0.182,0.0,no
311,Post Renaissance Art,Baroque,Caravaggio,saint jerome writing,1605,yes,face,1.55,0.091,0.0,0.091,0.182,0.091,0.0,0.182,0.182,0.091,0.364,0.0,0.091,0.091,0.091,0.455,0.091,0.091,0.091,0.636,0.0,yes
313,Post Renaissance Art,Baroque,Paul Bril,landscape with mercury and argus,1606,yes,body,1.67,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.41700000000000004,0.41700000000000004,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,no
314,Post Renaissance Art,Baroque,Paul Bril,view of a port,1607,yes,face,1.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
316,Post Renaissance Art,Baroque,Osias Beert,still life of fruit in a wan-li bowl,1607,yes,none,1.7,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.5,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,no
317,Post Renaissance Art,Baroque,Peter Paul Rubens,the elevation of the cross,1610,yes,face,1.91,0.0,0.091,0.091,0.182,0.091,0.091,0.182,0.182,0.091,0.091,0.0,0.0,0.182,0.273,0.636,0.273,0.091,0.0,0.182,0.0,yes
318,Post Renaissance Art,Baroque,Artemisia Gentileschi,susanna and the elders,1610,yes,face,1.3,0.0,0.2,0.1,0.2,0.0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.1,0.0,no
319,Post Renaissance Art,Baroque,Osias Beert,still life of fruit,1610,yes,none,2.1,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.4,0.1,0.0,0.4,0.0,0.1,0.1,0.0,0.0,0.1,0.2,0.0,no
320,Post Renaissance Art,Baroque,Caravaggio,john the baptist (reclining baptist),1610,yes,face,1.64,0.091,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.091,0.182,0.182,0.182,0.0,0.091,0.182,0.091,0.0,0.182,0.455,0.0,no
321,Post Renaissance Art,Baroque,Paul Bril,the port,1611,yes,body,1.45,0.0,0.02,0.102,0.02,0.02,0.02,0.102,0.02,0.408,0.306,0.02,0.102,0.061,0.040999999999999995,0.28600000000000003,0.040999999999999995,0.040999999999999995,0.061,0.08199999999999999,0.0,no
323,Post Renaissance Art,Baroque,Otto van Veen,batavians defeating romans on the rhine,1613,yes,face,2.1,0.0,0.4,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.1,0.0,0.0,0.1,0.0,no
324,Post Renaissance Art,Baroque,Adriaen van de Venne,fishing for souls,1614,yes,face,1.03,0.038,0.026000000000000002,0.205,0.038,0.077,0.064,0.321,0.038,0.192,0.051,0.051,0.09,0.051,0.013000000000000001,0.244,0.09,0.013000000000000001,0.10300000000000001,0.16699999999999998,0.0,no
325,Post Renaissance Art,Baroque,Adriaen van de Venne,winter scene,1614,yes,face,1.51,0.013999999999999999,0.013999999999999999,0.149,0.027000000000000003,0.027000000000000003,0.013999999999999999,0.068,0.054000000000000006,0.446,0.243,0.054000000000000006,0.311,0.054000000000000006,0.068,0.149,0.013999999999999999,0.013999999999999999,0.081,0.135,0.0,no
326,Post Renaissance Art,Baroque,Esaias van de Velde,battle scene in an open landscape,1614,yes,face,0.0,0.0,0.5,0.0,0.2,0.2,0.2,0.7,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,no
327,Post Renaissance Art,Baroque,Artemisia Gentileschi,self-portrait as a female martyr,1615,yes,face,2.09,0.091,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.273,0.0,0.0,0.0,0.091,0.091,0.0,0.0,0.0,0.818,0.0,no
328,Post Renaissance Art,Baroque,Francisco Pacheco,the supper with christ and the angels,1615,yes,face,1.31,0.0,0.0,0.077,0.0,0.0,0.0,0.077,0.385,0.231,0.385,0.385,0.308,0.0,0.0,0.0,0.0,0.0,0.077,0.385,0.0,yes
329,Post Renaissance Art,Baroque,Adriaen van de Venne,the port of middelburg,1615,yes,face,1.7,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.3,0.3,0.0,0.4,0.1,0.0,0.2,0.1,0.0,0.1,0.4,0.0,no
330,Post Renaissance Art,Baroque,Agostino Tassi,the embarkation of a queen,1615,yes,body,0.6,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.2,0.0,no
331,Post Renaissance Art,Baroque,Jacob Jordaens,the return from egypt of the holy family,1616,yes,face,1.4,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.7,0.2,0.5,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.4,0.0,yes
332,Post Renaissance Art,Baroque,Frans Snyders,still life,1616,yes,none,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.545,0.182,0.0,0.364,0.0,0.091,0.091,0.0,0.0,0.0,0.091,0.0,no
333,Post Renaissance Art,Baroque,Hendrick Cornelisz Vroom,dutch ships ramming spanish galleys off the flemish coast in october 1602,1617,yes,body,1.39,0.011000000000000001,0.315,0.09,0.10099999999999999,0.18,0.10099999999999999,0.41600000000000004,0.034,0.045,0.045,0.034,0.055999999999999994,0.055999999999999994,0.034,0.225,0.079,0.011000000000000001,0.067,0.258,0.0,no
334,Post Renaissance Art,Baroque,Adriaen van de Venne,princes maurits and frederik hendrik of orange at the valkenburg horse fair,1618,yes,face,1.4,0.071,0.027000000000000003,0.161,0.08900000000000001,0.036000000000000004,0.027000000000000003,0.036000000000000004,0.045,0.518,0.161,0.045,0.23199999999999998,0.009000000000000001,0.027000000000000003,0.027000000000000003,0.018000000000000002,0.009000000000000001,0.098,0.348,0.0,no
335,Post Renaissance Art,Baroque,Esaias van de Velde,ice on the moat entertainment,1618,yes,face,2.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.8,0.4,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0,no
336,Post Renaissance Art,Baroque,Guercino,the dead christ mourned by two angels,1618,yes,face,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.4,0.8,0.0,0.0,0.2,0.4,0.0,yes
337,Post Renaissance Art,Baroque,Peter Paul Rubens,rape of the daughters of leucippus,1618,yes,face,1.3,0.0,0.3,0.1,0.3,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.6,0.0,0.0,0.1,0.0,no
338,Post Renaissance Art,Baroque,Frans Snyders,game stall,1618,yes,face,0.08,0.077,0.154,0.154,0.154,0.231,0.077,0.154,0.154,0.308,0.077,0.0,0.154,0.231,0.0,0.231,0.154,0.0,0.077,0.154,0.0,no
339,Post Renaissance Art,Baroque,Alonzo Cano,inmaculate conception,1619,yes,face,1.92,0.0,0.0,0.16699999999999998,0.083,0.0,0.083,0.0,0.083,0.16699999999999998,0.25,0.5,0.25,0.0,0.083,0.0,0.0,0.25,0.083,0.41700000000000004,0.0,no
340,Post Renaissance Art,Baroque,Jacob Jordaens,portrait of a young married couple,1620,yes,face,1.47,0.040999999999999995,0.0,0.08199999999999999,0.122,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.469,0.102,0.51,0.265,0.0,0.040999999999999995,0.040999999999999995,0.02,0.061,0.061,0.306,0.0,no
341,Post Renaissance Art,Baroque,Agostino Tassi,festivities on the coast (calendimaggio),1620,yes,body,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,no
342,Post Renaissance Art,Baroque,Jacob Jordaens,mercury and argos,1620,yes,face,1.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.3,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0,no
343,Post Renaissance Art,Baroque,Paul Bril,view of bracciano,1620,yes,body,1.85,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.0,0.462,0.231,0.0,0.385,0.0,0.0,0.0,0.077,0.0,0.0,0.154,0.0,no
344,Post Renaissance Art,Baroque,Anthony van Dyck,samson and delilah,1620,yes,face,1.8,0.1,0.0,0.2,0.0,0.1,0.1,0.2,0.1,0.0,0.2,0.2,0.1,0.1,0.1,0.6,0.1,0.1,0.2,0.2,0.0,no
345,Post Renaissance Art,Baroque,Frans Snyders,fish market,1621,yes,face,0.6,0.0,0.0,0.2,0.0,0.1,0.4,0.1,0.0,0.3,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0,no
346,Post Renaissance Art,Baroque,Artemisia Gentileschi,portrait of a condottiero,1622,yes,face,1.6,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.3,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,no
347,Post Renaissance Art,Baroque,Guercino,et in arcadia ego,1622,yes,face,0.8,0.0,0.0,0.2,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,no
348,Post Renaissance Art,Baroque,Esaias van de Velde,ferry boat,1622,yes,none,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.545,0.364,0.091,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.0,no
349,Post Renaissance Art,Baroque,Esaias van de Velde,a landscape with travellers crossing a bridge before a small dwelling,1622,yes,face,1.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.5,0.5,0.1,0.4,0.0,0.1,0.1,0.0,0.0,0.1,0.3,0.0,yes
350,Post Renaissance Art,Baroque,Frans Hals,marriage portrait of isaac massa and beatrix van der laen,1622,yes,face,2.13,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.733,0.0,0.5329999999999999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.0,no
351,Post Renaissance Art,Baroque,Pieter Claesz,still life with musical instruments,1623,yes,none,2.0,0.0,0.091,0.364,0.0,0.091,0.0,0.0,0.091,0.727,0.0,0.182,0.182,0.0,0.0,0.0,0.0,0.0,0.091,0.273,0.0,no
352,Post Renaissance Art,Baroque,Esaias van de Velde,winter landscape with farmhouse,1624,yes,face,1.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.9,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
353,Post Renaissance Art,Baroque,Adriaen van de Venne,early depiction of a &quot;dutch telescope&quot;,1624,yes,face,1.73,0.091,0.091,0.545,0.0,0.0,0.0,0.091,0.091,0.182,0.0,0.091,0.455,0.0,0.091,0.091,0.0,0.091,0.091,0.273,0.0,no
354,Post Renaissance Art,Baroque,Hercules Seghers,a river valley with a group of houses,1625,yes,none,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,no
356,Post Renaissance Art,Baroque,Adriaen Brouwer,scene at the inn,1625,yes,face,0.64,0.091,0.091,0.0,0.273,0.091,0.091,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.182,0.182,0.0,0.0,0.091,0.0,no
357,Post Renaissance Art,Baroque,Hercules Seghers,two trees,1625,yes,none,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.909,0.182,0.091,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,no
358,Post Renaissance Art,Baroque,Hercules Seghers,panoramic landscape,1625,yes,none,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636,0.273,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.091,0.182,0.0,no
359,Post Renaissance Art,Baroque,Hercules Seghers,river valley,1626,yes,none,0.64,0.0,0.091,0.091,0.0,0.0,0.0,0.091,0.0,0.273,0.273,0.0,0.091,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,no
360,Post Renaissance Art,Baroque,Agostino Tassi,naufragio della flotta di enea,1627,yes,body,1.1,0.0,0.1,0.1,0.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.5,0.0,0.0,0.1,0.0,0.0,no
361,Post Renaissance Art,Baroque,Hendrick Terbrugghen,singing boy,1627,yes,face,1.5,0.0,0.0,0.125,0.0,0.063,0.0,0.0,0.125,0.43799999999999994,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.43799999999999994,0.0,yes
362,Post Renaissance Art,Baroque,Artemisia Gentileschi,aurora,1627,yes,face,1.32,0.033,0.05,0.067,0.083,0.017,0.1,0.15,0.033,0.3,0.183,0.183,0.15,0.033,0.067,0.1,0.033,0.033,0.1,0.35,0.0,no
363,Post Renaissance Art,Baroque,Pieter Claesz,still life. skull and writing quill,1628,yes,none,0.67,0.0,0.0,0.16699999999999998,0.0,0.0,0.0,0.41700000000000004,0.083,0.0,0.0,0.0,0.083,0.33299999999999996,0.0,0.16699999999999998,0.083,0.0,0.16699999999999998,0.083,0.0,no
364,Post Renaissance Art,Baroque,Pieter Claesz,vanitas still-life,1628,yes,face,1.9,0.1,0.0,0.2,0.0,0.0,0.1,0.3,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.2,0.0,no
365,Post Renaissance Art,Baroque,Judith Leyster,a youth with a jug,1629,yes,face,2.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,no
366,Post Renaissance Art,Baroque,Francisco de Zurbaran,the death of st. bonaventura,1629,yes,face,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,0.1,0.0,0.0,0.1,0.0,yes
367,Post Renaissance Art,Baroque,Judith Leyster,jolly toper,1629,yes,face,1.36,0.091,0.091,0.091,0.0,0.091,0.0,0.091,0.182,0.818,0.091,0.091,0.273,0.0,0.0,0.0,0.091,0.091,0.091,0.273,0.0,no
368,Post Renaissance Art,Baroque,Judith Leyster,two musicians,1629,yes,face,1.9,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.5,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,no
369,Post Renaissance Art,Baroque,Francisco de Zurbaran,birth of the virgin,1629,yes,face,2.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.4,0.3,0.4,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.4,0.0,yes
370,Post Renaissance Art,Baroque,Judith Leyster,laughing children with a cat,1629,yes,face,1.45,0.0,0.0,0.182,0.0,0.0,0.0,0.091,0.0,0.727,0.182,0.545,0.182,0.091,0.091,0.091,0.0,0.0,0.0,0.0,0.0,no
371,Post Renaissance Art,Baroque,Judith Leyster,the serenade,1629,yes,face,1.91,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.818,0.0,0.364,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.0,no
372,Post Renaissance Art,Baroque,Francisco de Zurbaran,appearance of st. peter to st. peter nolasco,1629,yes,face,0.31,0.0,0.063,0.063,0.0,0.0,0.0,0.375,0.063,0.0,0.125,0.063,0.125,0.063,0.063,0.313,0.125,0.0,0.063,0.375,0.0,yes
373,Post Renaissance Art,Baroque,Louise Moillon,"still life with cherries, strawberries and gooseberries",1630,yes,none,1.4,0.133,0.067,0.067,0.067,0.067,0.133,0.067,0.067,0.6,0.467,0.2,0.2,0.2,0.067,0.067,0.067,0.133,0.2,0.067,0.0,no
374,Post Renaissance Art,Baroque,Jan Miense Molenaer,quack and his assistant,1630,yes,face,1.36,0.039,0.026000000000000002,0.13,0.078,0.013000000000000001,0.039,0.026000000000000002,0.156,0.506,0.20800000000000002,0.078,0.195,0.013000000000000001,0.026000000000000002,0.013000000000000001,0.039,0.039,0.11699999999999999,0.273,0.013000000000000001,no
375,Post Renaissance Art,Baroque,Judith Leyster,merry company,1630,yes,face,1.26,0.049,0.0,0.099,0.049,0.0,0.037000000000000005,0.012,0.136,0.778,0.099,0.222,0.247,0.037000000000000005,0.0,0.012,0.012,0.0,0.012,0.16,0.0,no
376,Post Renaissance Art,Baroque,Francisco de Zurbaran,the immaculate conception,1630,yes,face,1.08,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.083,0.41700000000000004,0.16699999999999998,0.41700000000000004,0.16699999999999998,0.0,0.0,0.083,0.0,0.0,0.16699999999999998,0.41700000000000004,0.0,no
377,Post Renaissance Art,Baroque,Cornelis de Vos,self-portrait of the artist with his wife suzanne cock and their children,1630,yes,face,2.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.3,0.4,0.6,0.2,0.1,0.0,0.0,0.0,0.1,0.1,0.5,0.0,no
378,Post Renaissance Art,Baroque,Adriaen Brouwer,the smokers or the peasants of moerdijk,1630,yes,face,0.94,0.0,0.0,0.25,0.188,0.063,0.063,0.0,0.0,0.43799999999999994,0.125,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.063,0.125,0.0,no
379,Post Renaissance Art,Baroque,Cornelis de Vos,portrait of elisabeth mertens and her late husband,1630,yes,face,1.15,0.106,0.045,0.152,0.152,0.03,0.03,0.136,0.106,0.364,0.121,0.318,0.106,0.03,0.045,0.091,0.03,0.045,0.076,0.409,0.015,no
380,Post Renaissance Art,Baroque,Agostino Tassi,competition on the capitoline hill,1630,yes,face,1.57,0.0,0.0,0.28600000000000003,0.0,0.071,0.0,0.0,0.071,0.14300000000000002,0.071,0.0,0.214,0.0,0.0,0.071,0.071,0.0,0.0,0.5710000000000001,0.0,no
381,Post Renaissance Art,Baroque,Artemisia Gentileschi,sleeping venus,1630,yes,face,2.1,0.2,0.0,0.2,0.1,0.0,0.2,0.1,0.1,0.4,0.3,0.3,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.5,0.0,no
382,Post Renaissance Art,Baroque,Jan Miense Molenaer,the duet,1630,yes,face,2.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,no
383,Post Renaissance Art,Baroque,Anthony van Dyck,the rest on the flight to egypt,1630,yes,face,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.273,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.273,0.0,no
384,Post Renaissance Art,Baroque,Nicolas Tournier,the concert,1630,yes,face,1.45,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.727,0.0,0.091,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0,no
385,Post Renaissance Art,Baroque,Hendrick Cornelisz Vroom,the harbour in amsterdam,1630,yes,body,2.36,0.091,0.091,0.0,0.091,0.091,0.182,0.091,0.0,0.273,0.091,0.0,0.182,0.0,0.0,0.0,0.091,0.0,0.0,0.636,0.0,no
386,Post Renaissance Art,Baroque,Cornelis de Vos,family portrait,1631,yes,face,2.18,0.091,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.636,0.273,0.545,0.091,0.091,0.0,0.0,0.0,0.0,0.182,0.182,0.0,no
387,Post Renaissance Art,Baroque,Judith Leyster,the proposition,1631,yes,face,1.55,0.091,0.0,0.364,0.0,0.0,0.0,0.182,0.182,0.273,0.091,0.273,0.273,0.0,0.0,0.091,0.0,0.0,0.091,0.182,0.0,no
