,Style,Category,Artist,Title,Year,Is painting,Face or body,Mean rating,Agreeableness,Anger,Anticipation,Arrogance,Disagreeableness,Disgust,Fear,Gratitude,Happiness,Humility,Love,Optimism,Pessimism,Regret,Sadness,Shame,Shyness,Surprise,Trust,Neutral,withChrist
10,Renaissance Art,Northern Renaissance,Jan van Eyck,the ghent altarpiece,1432,yes,face,1.6,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.2,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.8,0.0,no
11,Renaissance Art,Early Renaissance,Donatello,david,1432,no,face,1.2,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,no
12,Renaissance Art,Northern Renaissance,Jan van Eyck,the arnolfini wedding. the portrait of giovanni arnolfini and his wife giovanna cenami (the arnolfini marriage),1434,yes,face,1.24,0.051,0.017,0.11900000000000001,0.102,0.017,0.034,0.068,0.051,0.508,0.153,0.5589999999999999,0.102,0.034,0.017,0.068,0.0,0.034,0.068,0.39,0.0,no
13,Renaissance Art,Early Renaissance,Domenico Veneziano,madonna and child,1435,yes,face,0.58,0.0,0.0,0.0,0.083,0.083,0.083,0.083,0.0,0.16699999999999998,0.16699999999999998,0.583,0.0,0.0,0.0,0.083,0.0,0.0,0.083,0.5,0.0,yes
14,Renaissance Art,Northern Renaissance,Rogier van der Weyden,portrait of a young woman in a pinned hat,1435,yes,face,1.36,0.0,0.0,0.091,0.091,0.0,0.0,0.0,0.0,0.545,0.273,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.091,no
15,Renaissance Art,Northern Renaissance,Konrad Witz,the synagoge,1435,yes,face,0.85,0.077,0.077,0.308,0.077,0.077,0.154,0.154,0.077,0.308,0.154,0.154,0.154,0.154,0.077,0.308,0.077,0.077,0.154,0.308,0.0,no
16,Renaissance Art,Northern Renaissance,Jan van Eyck,portrait of giovanni arnolfini,1435,yes,face,0.91,0.091,0.091,0.091,0.455,0.0,0.091,0.0,0.0,0.091,0.182,0.0,0.091,0.091,0.0,0.0,0.0,0.091,0.091,0.455,0.0,no
17,Renaissance Art,Northern Renaissance,Konrad Witz,st. christopher,1435,yes,face,1.39,0.07,0.013999999999999999,0.085,0.013999999999999999,0.027999999999999997,0.055999999999999994,0.099,0.33799999999999997,0.29600000000000004,0.479,0.33799999999999997,0.268,0.042,0.0,0.042,0.0,0.013999999999999999,0.027999999999999997,0.43700000000000006,0.0,yes
18,Renaissance Art,Northern Renaissance,Robert Campin,virgin and child in an interior,1435,yes,face,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.35700000000000004,0.214,0.5710000000000001,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.35700000000000004,0.0,yes
19,Renaissance Art,Northern Renaissance,Jan van Eyck,the lucca madonna,1436,yes,face,0.75,0.083,0.0,0.083,0.0,0.0,0.0,0.083,0.083,0.41700000000000004,0.16699999999999998,0.833,0.33299999999999996,0.0,0.083,0.0,0.0,0.0,0.0,0.25,0.0,yes
20,Renaissance Art,Early Renaissance,Paolo Uccello,equestrian monument of sir john hawkwood,1436,yes,face,0.3,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,no
21,Renaissance Art,Northern Renaissance,Robert Campin,werl altarpiece,1438,yes,face,0.82,0.0,0.0,0.182,0.091,0.091,0.0,0.0,0.273,0.273,0.273,0.091,0.091,0.091,0.182,0.182,0.091,0.0,0.091,0.455,0.0,no
22,Renaissance Art,Northern Renaissance,Konrad Witz,st. catherine and mary magdalene,1440,yes,face,2.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,yes
23,Renaissance Art,Early Renaissance,Andrea del Castagno,crucifixion and saints,1441,yes,face,0.8,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.1,0.1,0.1,0.1,0.0,0.2,0.2,0.7,0.3,0.0,0.1,0.3,0.0,yes
24,Renaissance Art,Early Renaissance,Pisanello,portrait of leonillo d&#39;este,1441,yes,face,1.3,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.2,0.3,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.7,0.0,no
25,Renaissance Art,Northern Renaissance,Jan van Eyck,virgin and child with saints and donor,1441,yes,face,2.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.0,yes
26,Renaissance Art,Early Renaissance,Filippo Lippi,annunciation,1443,yes,face,1.62,0.13,0.013000000000000001,0.11699999999999999,0.013000000000000001,0.0,0.0,0.026000000000000002,0.364,0.312,0.40299999999999997,0.23399999999999999,0.20800000000000002,0.0,0.026000000000000002,0.026000000000000002,0.0,0.026000000000000002,0.026000000000000002,0.701,0.0,yes
27,Renaissance Art,Northern Renaissance,Konrad Witz,the miraculous draught of fishes (peter&#39;s altar table),1444,yes,face,1.55,0.0,0.0,0.091,0.091,0.0,0.0,0.0,0.273,0.182,0.091,0.0,0.273,0.091,0.0,0.0,0.0,0.0,0.0,0.273,0.0,no
28,Renaissance Art,Early Renaissance,Domenico Veneziano,the stigmatization of st. francis,1445,yes,face,1.2,0.1,0.0,0.1,0.0,0.0,0.0,0.5,0.2,0.2,0.1,0.0,0.0,0.1,0.1,0.2,0.2,0.0,0.0,0.4,0.0,yes
29,Renaissance Art,Early Renaissance,Filippo Lippi,coronation of the virgin,1445,yes,face,1.67,0.083,0.0,0.083,0.0,0.0,0.0,0.0,0.16699999999999998,0.25,0.33299999999999996,0.16699999999999998,0.25,0.0,0.0,0.0,0.0,0.0,0.083,0.833,0.0,yes
30,Renaissance Art,Early Renaissance,Domenico Veneziano,st. john in the desert,1445,yes,face,1.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,yes
31,Renaissance Art,Northern Renaissance,Dirk Bouts,"polyptych of the virgin: the annunciation, the visitation, the adoration of the angels and the adoration of the kings",1445,yes,face,1.4,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.3,0.4,0.4,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.6,0.0,yes
32,Renaissance Art,Northern Renaissance,Jean Fouquet,"portrait of charles vii, king of france",1445,yes,face,0.7,0.1,0.0,0.0,0.2,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.4,0.0,no
33,Renaissance Art,Early Renaissance,Pisanello,apparition of the virgin to sts anthony abbot and george,1445,yes,face,1.43,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.214,0.214,0.214,0.429,0.214,0.071,0.071,0.0,0.0,0.0,0.071,0.429,0.0,yes
34,Renaissance Art,Early Renaissance,Paolo Uccello,creation of adam,1445,yes,face,1.1,0.078,0.039,0.078,0.026000000000000002,0.026000000000000002,0.052000000000000005,0.091,0.377,0.20800000000000002,0.273,0.28600000000000003,0.33799999999999997,0.026000000000000002,0.039,0.0,0.026000000000000002,0.039,0.065,0.48100000000000004,0.0,no
35,Renaissance Art,Northern Renaissance,Petrus Christus,potrait of a carthusian,1446,yes,face,1.14,0.043,0.013999999999999999,0.057,0.057,0.0,0.028999999999999998,0.028999999999999998,0.043,0.171,0.4,0.028999999999999998,0.1,0.071,0.028999999999999998,0.071,0.013999999999999999,0.028999999999999998,0.057,0.457,0.013999999999999999,no
36,Renaissance Art,Northern Renaissance,Petrus Christus,edward grimston,1446,yes,face,1.6,0.1,0.0,0.2,0.1,0.1,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.6,0.1,no
37,Renaissance Art,Early Renaissance,Andrea del Castagno,the last supper,1447,yes,face,1.82,0.091,0.0,0.091,0.091,0.091,0.091,0.182,0.455,0.455,0.364,0.455,0.182,0.091,0.091,0.364,0.091,0.091,0.091,0.636,0.0,no
38,Renaissance Art,Early Renaissance,Filippo Lippi,coronation of the virgin,1447,yes,face,1.27,0.091,0.091,0.091,0.273,0.091,0.091,0.091,0.455,0.182,0.091,0.182,0.091,0.091,0.091,0.182,0.091,0.091,0.091,0.636,0.0,yes
39,Renaissance Art,Northern Renaissance,Petrus Christus,st. eligius as a goldsmith showing a ring to the engaged couple,1449,yes,face,1.8,0.2,0.0,0.1,0.2,0.0,0.0,0.0,0.2,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,yes
40,Renaissance Art,Early Renaissance,Pisanello,portrait of a princess of the house of este,1449,yes,face,0.9,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.8,0.0,no
41,Renaissance Art,Early Renaissance,Benozzo Gozzoli,madonna and child giving blessings,1449,yes,face,1.33,0.0,0.0,0.16699999999999998,0.0,0.0,0.0,0.0,0.16699999999999998,0.583,0.33299999999999996,0.5,0.16699999999999998,0.0,0.083,0.083,0.0,0.0,0.083,0.5,0.0,yes
42,Renaissance Art,Early Renaissance,Jacopo Bellini,the madonna of humility adored by leonello d&#39;este,1450,yes,face,1.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.5,0.4,0.5,0.2,0.1,0.1,0.1,0.0,0.0,0.1,0.8,0.0,yes
43,Renaissance Art,Northern Renaissance,Rogier van der Weyden,saint ivo,1450,yes,face,1.23,0.0,0.0,0.154,0.0,0.0,0.0,0.077,0.154,0.077,0.154,0.0,0.0,0.0,0.077,0.231,0.0,0.0,0.0,0.462,0.0,yes
44,Renaissance Art,Early Renaissance,Andrea del Castagno,dante alighieri,1450,yes,face,1.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.2,0.0,0.5,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.0,no
45,Renaissance Art,Early Renaissance,Andrea del Castagno,queen esther,1450,yes,face,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.3,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,yes
46,Renaissance Art,Early Renaissance,Andrea del Castagno,giovanni boccaccio,1450,yes,face,0.8,0.0,0.1,0.0,0.4,0.0,0.1,0.0,0.2,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.5,0.0,no
47,Renaissance Art,Northern Renaissance,Rogier van der Weyden,braque family triptych,1450,yes,face,1.42,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.33299999999999996,0.41700000000000004,0.16699999999999998,0.083,0.0,0.0,0.083,0.0,0.0,0.0,0.583,0.0,yes
48,Renaissance Art,Northern Renaissance,Jean Fouquet,madonna and child. left panel of diptych de melun,1450,yes,face,1.08,0.0,0.083,0.16699999999999998,0.0,0.0,0.0,0.16699999999999998,0.16699999999999998,0.083,0.0,0.5,0.083,0.16699999999999998,0.0,0.083,0.083,0.0,0.33299999999999996,0.25,0.0,yes
49,Renaissance Art,Early Renaissance,Piero della Francesca,baptism of christ,1450,yes,face,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.5,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,yes
50,Renaissance Art,Early Renaissance,Benozzo Gozzoli,"st. francis giving away his clothes, vision of the church militant and triumphant",1452,yes,face,1.18,0.0,0.0,0.091,0.0,0.091,0.0,0.091,0.182,0.364,0.182,0.0,0.091,0.0,0.0,0.182,0.0,0.0,0.091,0.455,0.0,yes
51,Renaissance Art,Early Renaissance,Andrea Mantegna,adoration of the shepherds,1456,yes,face,1.31,0.0,0.0,0.231,0.0,0.154,0.077,0.0,0.154,0.462,0.308,0.077,0.0,0.077,0.077,0.0,0.0,0.0,0.154,0.5379999999999999,0.0,no
52,Renaissance Art,Northern Renaissance,Petrus Christus,isabella of portugal with st. elizabeth,1458,yes,face,0.4,0.1,0.0,0.1,0.4,0.0,0.0,0.0,0.2,0.2,0.3,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.6,0.0,yes
53,Renaissance Art,Early Renaissance,Filippo Lippi,the adoration of the infant jesus,1459,yes,face,1.3,0.2,0.0,0.1,0.2,0.0,0.0,0.0,0.4,0.4,0.3,0.7,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.7,0.0,no
54,Renaissance Art,Northern Renaissance,Jean Fouquet,cases of noble men and women,1460,yes,face,1.09,0.0,0.273,0.182,0.273,0.364,0.0,0.091,0.0,0.182,0.091,0.0,0.091,0.091,0.0,0.0,0.0,0.0,0.182,0.273,0.0,no
55,Renaissance Art,Early Renaissance,Filippo Lippi,the martyrdom of st. stephen,1460,yes,face,1.8,0.0,0.2,0.2,0.1,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.6,0.0,yes
56,Renaissance Art,Northern Renaissance,Jean Fouquet,battle of fontenoy-en-puisaye in 841,1460,yes,face,0.5,0.0,0.6,0.1,0.1,0.6,0.2,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,no
57,Renaissance Art,Northern Renaissance,Rogier van der Weyden,portrait of a lady,1460,yes,face,1.36,0.091,0.0,0.091,0.0,0.0,0.0,0.0,0.091,0.091,0.182,0.0,0.0,0.091,0.0,0.364,0.0,0.182,0.0,0.636,0.0,no
58,Renaissance Art,Early Renaissance,Piero della Francesca,madonna del parto,1460,yes,face,1.09,0.0,0.091,0.182,0.455,0.182,0.091,0.091,0.0,0.273,0.091,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.364,0.0,yes
59,Renaissance Art,Northern Renaissance,Petrus Christus,madonna with the child,1460,yes,face,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.091,0.091,0.636,0.0,0.0,0.0,0.091,0.091,0.0,0.0,0.455,0.0,yes
60,Renaissance Art,Early Renaissance,Donatello,judith and holofernes,1460,no,face,0.27,0.0,0.182,0.0,0.182,0.0,0.273,0.364,0.0,0.0,0.0,0.091,0.091,0.182,0.091,0.182,0.091,0.0,0.0,0.182,0.0,no
61,Renaissance Art,Early Renaissance,Paolo Uccello,the hunt in the forest,1460,yes,face,-0.42,0.0,0.16699999999999998,0.083,0.16699999999999998,0.16699999999999998,0.25,0.25,0.0,0.0,0.0,0.0,0.083,0.16699999999999998,0.083,0.25,0.16699999999999998,0.0,0.0,0.16699999999999998,0.0,no
62,Renaissance Art,Early Renaissance,Piero della Francesca,the resurrection,1460,yes,face,1.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.1,0.0,0.3,0.0,0.0,0.1,0.8,0.0,yes
63,Renaissance Art,Northern Renaissance,Dirk Bouts,portrait of a man,1462,yes,face,1.7,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.2,0.4,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.5,0.0,no
64,Renaissance Art,Northern Renaissance,Rogier van der Weyden,portrait of a woman,1464,yes,face,1.0,0.0,0.083,0.083,0.16699999999999998,0.0,0.083,0.083,0.0,0.16699999999999998,0.0,0.083,0.083,0.0,0.0,0.33299999999999996,0.0,0.0,0.083,0.25,0.0,no
65,Renaissance Art,Early Renaissance,Jacopo Bellini,triptych of st. sebastian,1464,yes,face,1.62,0.077,0.0,0.077,0.0,0.0,0.077,0.231,0.154,0.0,0.077,0.0,0.077,0.0,0.0,0.231,0.077,0.0,0.077,0.6920000000000001,0.0,yes
66,Renaissance Art,Early Renaissance,Paolo Uccello,a young lady of fashion,1464,yes,face,1.73,0.0,0.0,0.2,0.3,0.1,0.0,0.1,0.1,0.2,0.2,0.0,0.3,0.0,0.1,0.1,0.1,0.1,0.1,0.6,0.0,no
67,Renaissance Art,Northern Renaissance,Dirk Bouts,mary and child,1465,yes,face,2.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.8,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,yes
68,Renaissance Art,Early Renaissance,Jacopo Bellini,virgin and child,1465,yes,face,1.5,0.061,0.045,0.045,0.045,0.045,0.03,0.061,0.242,0.424,0.318,0.8640000000000001,0.19699999999999998,0.03,0.045,0.091,0.03,0.045,0.121,0.424,0.0,yes
69,Renaissance Art,Early Renaissance,Filippo Lippi,st. john taking leave of his parents,1465,yes,face,0.46,0.154,0.077,0.077,0.077,0.154,0.077,0.077,0.154,0.231,0.231,0.077,0.077,0.077,0.154,0.231,0.0,0.0,0.0,0.308,0.0,yes
70,Renaissance Art,Early Renaissance,Filippo Lippi,disputation in the synagogue,1465,yes,face,1.2,0.0,0.2,0.2,0.1,0.2,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.6,0.0,no
71,Renaissance Art,Northern Renaissance,Dirk Bouts,altarpiece of the holy sacrament,1466,yes,face,1.8,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.4,0.4,0.0,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.5,0.0,yes
72,Renaissance Art,Northern Renaissance,Dirk Bouts,the right wing of the pearl of brabant: saint christopher,1468,yes,face,1.8,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.5,0.5,0.6,0.4,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.0,yes
73,Renaissance Art,Early Renaissance,Andrea del Verrocchio,madonna and child,1470,yes,face,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.3,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,yes
74,Renaissance Art,Northern Renaissance,Petrus Christus,portrait of a young girl,1470,yes,face,0.8,0.0,0.2,0.0,0.3,0.0,0.1,0.0,0.0,0.3,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.4,0.0,no
75,Renaissance Art,Northern Renaissance,Dirk Bouts,portrait of a man,1470,yes,face,0.9,0.1,0.1,0.1,0.3,0.0,0.0,0.1,0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,no
76,Renaissance Art,Early Renaissance,Paolo Uccello,st. george and the dragon,1470,yes,face,2.1,0.0,0.5,0.3,0.2,0.1,0.1,0.3,0.2,0.1,0.1,0.0,0.2,0.1,0.1,0.2,0.0,0.0,0.2,0.6,0.0,yes
77,Renaissance Art,Northern Renaissance,Hugo van der Goes,the adoration of the kings (monforte altar),1470,yes,face,2.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.6,0.3,0.4,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.7,0.0,no
78,Renaissance Art,Northern Renaissance,Martin Schongauer,holy antonius,1470,yes,face,1.2,0.0,0.2,0.3,0.0,0.1,0.1,0.8,0.0,0.0,0.2,0.0,0.0,0.3,0.1,0.3,0.1,0.0,0.2,0.3,0.0,yes
79,Renaissance Art,Northern Renaissance,Hugo van der Goes,the crucifixion,1470,yes,face,0.5,0.083,0.083,0.083,0.16699999999999998,0.083,0.16699999999999998,0.33299999999999996,0.16699999999999998,0.083,0.16699999999999998,0.083,0.16699999999999998,0.16699999999999998,0.33299999999999996,0.667,0.16699999999999998,0.083,0.083,0.33299999999999996,0.0,yes
80,Renaissance Art,Northern Renaissance,Hugo van der Goes,death of the virgin,1470,yes,face,1.7,0.1,0.0,0.1,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.8,0.1,0.0,0.0,0.3,0.0,yes
81,Renaissance Art,Northern Renaissance,Hans Memling,adoration of the magi: whole triptych,1470,yes,face,1.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.0,yes
82,Renaissance Art,Early Renaissance,Carlo Crivelli,saint george,1470,yes,face,2.0,0.0,0.2,0.1,0.0,0.0,0.1,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.7,0.0,yes
83,Renaissance Art,Early Renaissance,Antonello da Messina,virgin of the annunciation,1473,yes,face,1.42,0.012,0.0,0.049,0.012,0.049,0.012,0.062,0.136,0.185,0.38299999999999995,0.21,0.185,0.062,0.062,0.086,0.049,0.062,0.037000000000000005,0.43200000000000005,0.012,yes
84,Renaissance Art,Early Renaissance,Pietro Perugino,the miracles of san bernardino. the healing of the blind and deaf riccardo micuzio,1473,yes,face,1.33,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.33299999999999996,0.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,no
85,Renaissance Art,Early Renaissance,Pietro Perugino,the miracles of san bernardino. miracle baby born with one dead,1473,yes,face,1.3,0.0,0.0,0.4,0.1,0.1,0.1,0.3,0.1,0.3,0.2,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.2,0.5,0.0,no
86,Renaissance Art,Early Renaissance,Carlo Crivelli,lamentation of christ,1473,yes,face,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.2,0.1,0.0,0.1,0.9,0.1,0.0,0.0,0.0,0.0,yes
87,Renaissance Art,Early Renaissance,Antonello da Messina,polyptych with st. gregory,1473,yes,face,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,yes
88,Renaissance Art,Early Renaissance,Antonello da Messina,crucifixion,1475,yes,face,0.09,0.0,0.0,0.0,0.091,0.091,0.091,0.545,0.182,0.0,0.091,0.091,0.182,0.364,0.182,0.455,0.273,0.0,0.182,0.273,0.0,yes
89,Renaissance Art,Northern Renaissance,Hans Memling,the man of sorrows in the arms of the virgin,1475,yes,face,1.9,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.0,0.3,0.1,0.0,0.0,0.3,0.7,0.1,0.0,0.2,0.5,0.0,yes
90,Renaissance Art,Early Renaissance,Andrea del Verrocchio,the baptism of christ,1475,yes,face,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.1,0.2,0.0,0.1,0.2,0.1,0.0,0.0,0.6,0.0,yes
91,Renaissance Art,Early Renaissance,Antonello da Messina,portrait of a man (the condottiero),1475,yes,face,0.6,0.0,0.1,0.2,0.4,0.0,0.1,0.0,0.2,0.1,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.5,0.0,no
92,Renaissance Art,Early Renaissance,Andrea del Verrocchio,the battle of pydna,1475,yes,face,0.73,0.0,0.267,0.133,0.0,0.067,0.067,0.467,0.0,0.067,0.0,0.0,0.067,0.0,0.0,0.133,0.133,0.0,0.0,0.2,0.0,no
93,Renaissance Art,Northern Renaissance,Hugo van der Goes,portrait of a man,1475,yes,face,1.6,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,no
94,Renaissance Art,Early Renaissance,Carlo Crivelli,virgin and child enthroned,1476,yes,face,1.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.6,0.2,0.1,0.0,0.2,0.0,0.0,0.1,0.4,0.0,yes
95,Renaissance Art,Northern Renaissance,Hugo van der Goes,the trinity altar panels,1478,yes,face,1.09,0.091,0.0,0.0,0.0,0.091,0.091,0.0,0.182,0.182,0.182,0.091,0.091,0.0,0.0,0.091,0.091,0.0,0.0,0.455,0.0,no
96,Renaissance Art,Early Renaissance,Sandro Botticelli,primavera,1478,yes,face,1.83,0.083,0.0,0.0,0.0,0.0,0.083,0.0,0.083,0.583,0.083,0.33299999999999996,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,no
97,Renaissance Art,Early Renaissance,Pietro Perugino,st. sebastian and pieces of figure of st. rocco and st. peter,1478,yes,face,1.91,0.0,0.182,0.091,0.091,0.0,0.0,0.455,0.0,0.0,0.182,0.0,0.0,0.091,0.273,0.455,0.091,0.0,0.0,0.364,0.0,yes
