,Style,Category,Artist,Title,Year,Is painting,Face or body,Mean rating,Agreeableness,Anger,Anticipation,Arrogance,Disagreeableness,Disgust,Fear,Gratitude,Happiness,Humility,Love,Optimism,Pessimism,Regret,Sadness,Shame,Shyness,Surprise,Trust,Neutral
2645,Contemporary Art,Minimalism,James Lee Byars,Self-Portrait,1959,yes,none,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.5,0.0,0.1
2647,Contemporary Art,Minimalism,Yves Klein,Untitled Blue Monochrome,1959,yes,none,0.45,0.091,0.0,0.273,0.0,0.0,0.364,0.0,0.0,0.182,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.182,0.0
2659,Contemporary Art,Minimalism,Ruth Vollmer,Untitled,1959,no,none,-1.27,0.0,0.091,0.455,0.0,0.0,0.273,0.182,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.182,0.0,0.091
2660,Contemporary Art,Minimalism,Agnes Martin,Untitled,1959,yes,none,0.2,0.0,0.0,0.222,0.0,0.111,0.222,0.0,0.0,0.111,0.0,0.0,0.222,0.111,0.0,0.0,0.0,0.0,0.222,0.0,0.0
2663,Contemporary Art,Minimalism,Robert Ryman,Untitled,1959,yes,none,-0.2,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.1
2669,Contemporary Art,Minimalism,Walter Darby Bannard,Hopewell Valley Sun,1959,yes,none,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.0,0.2,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.1
2670,Contemporary Art,Minimalism,Martin Barre,59-140.130-A,1959,yes,none,0.2,0.1,0.2,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.2,0.0,0.0,0.4,0.0,0.1
2679,Contemporary Art,Minimalism,Bob Law,Drawing 25.4.60,1960,yes,none,-1.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.33299999999999996,0.083,0.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.083,0.0,0.0,0.0,0.33299999999999996,0.0,0.083
2688,Contemporary Art,Minimalism,Antonio Calderara,Spazio Luce,1960,yes,none,1.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0
2701,Contemporary Art,Minimalism,Martin Barre,60-T-18,1960,yes,none,0.27,0.091,0.091,0.273,0.091,0.0,0.182,0.0,0.091,0.0,0.091,0.091,0.0,0.182,0.0,0.182,0.0,0.0,0.364,0.091,0.182
2714,Contemporary Art,Minimalism,Edward Krasinski,Object,1960,no,none,-0.2,0.0,0.1,0.6,0.0,0.1,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.2,0.1
2716,Contemporary Art,Minimalism,Dadamaino,Volume a moduli sfasati,1960,no,none,-0.33,0.0,0.0,0.25,0.0,0.083,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.0,0.083,0.0,0.0,0.083,0.41700000000000004,0.083,0.083
2720,Contemporary Art,Minimalism,Giulio Paolini,Disegno geometrico,1960,yes,none,0.0,0.1,0.0,0.2,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.3,0.1,0.2
2721,Contemporary Art,Minimalism,John McLaughlin,Number 23,1960,yes,none,-0.08,0.0,0.0,0.25,0.0,0.0,0.16699999999999998,0.083,0.0,0.0,0.0,0.0,0.16699999999999998,0.0,0.0,0.0,0.0,0.083,0.5,0.083,0.083
2729,Contemporary Art,Minimalism,Antonio Calderara,Spazio Luce,1961,yes,none,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.3,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
2743,Contemporary Art,Minimalism,Ellsworth Kelly,Blue on White,1961,yes,none,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1
2746,Contemporary Art,Minimalism,Robert Morris,Box with the Sound of Its Own Making,1961,no,none,-0.64,0.0,0.0,0.273,0.0,0.182,0.182,0.0,0.0,0.182,0.182,0.091,0.091,0.0,0.0,0.0,0.0,0.091,0.364,0.0,0.0
2754,Contemporary Art,Minimalism,Agnes Martin,The Islands,1961,yes,none,0.3,0.1,0.1,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2757,Contemporary Art,Minimalism,John McLaughlin,"Number 13,",1961,yes,none,-0.22,0.024,0.024,0.244,0.012,0.061,0.073,0.049,0.0,0.061,0.049,0.012,0.159,0.037000000000000005,0.0,0.037000000000000005,0.024,0.049,0.354,0.049,0.085
2763,Contemporary Art,Minimalism,Phillip King,Window Piece,1961,no,none,0.0,0.0,0.0,0.2,0.0,0.1,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.2
2765,Contemporary Art,Minimalism,Jean Degottex,&#201;criture,1961,yes,none,0.9,0.0,0.0,0.5,0.1,0.2,0.1,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.2,0.1,0.1,0.1,0.4,0.1,0.0
2774,Contemporary Art,Minimalism,Noguchi Isamu ,Garden Elements,1962,no,none,-0.8,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.4,0.1,0.0
2777,Contemporary Art,Minimalism,Martin Barre,62-5,1962,yes,none,-0.55,0.0,0.0,0.182,0.0,0.182,0.182,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0,0.091
2788,Contemporary Art,Minimalism,Sheila Hicks,Squiggle,1962,no,none,0.17,0.0,0.0,0.41700000000000004,0.0,0.083,0.083,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.16699999999999998
2789,Contemporary Art,Minimalism,Noguchi Isamu ,Tsukubai (Waterholder),1962,no,none,-0.8,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1
2794,Contemporary Art,Minimalism,Michel Parmentier,Untitled,1962,yes,none,-1.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1
2796,Contemporary Art,Minimalism,Francois Morellet,Sphere - Matter,1962,no,none,1.48,0.051,0.025,0.405,0.013000000000000001,0.038,0.076,0.038,0.025,0.177,0.08900000000000001,0.051,0.177,0.025,0.013000000000000001,0.025,0.0,0.025,0.392,0.19,0.013000000000000001
2801,Contemporary Art,Minimalism,John McLaughlin,Number 17,1962,yes,none,-0.64,0.0,0.091,0.364,0.0,0.182,0.273,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.273,0.0,0.091
2805,Contemporary Art,Minimalism,Yves Gaucher,Naka,1962,yes,none,-0.4,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.3
2813,Contemporary Art,Minimalism,Tony Smith,Tau,1962,no,face,0.35,0.059000000000000004,0.059000000000000004,0.294,0.11800000000000001,0.059000000000000004,0.059000000000000004,0.11800000000000001,0.11800000000000001,0.17600000000000002,0.235,0.11800000000000001,0.17600000000000002,0.11800000000000001,0.059000000000000004,0.17600000000000002,0.059000000000000004,0.11800000000000001,0.41200000000000003,0.059000000000000004,0.0
2824,Contemporary Art,Minimalism,Anne Truitt,One,1962,no,none,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.1
2835,Contemporary Art,Minimalism,Agnes Martin,Night Sea,1963,yes,none,0.4,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.4,0.0,0.1
2837,Contemporary Art,Minimalism,Martin Barre,63-M-3,1963,yes,none,-0.55,0.0,0.091,0.182,0.0,0.0,0.091,0.273,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.091,0.0,0.0,0.273,0.0,0.182
2838,Contemporary Art,Minimalism,Agnes Martin,Stars,1963,yes,none,0.7,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0
2843,Contemporary Art,Minimalism,Mira Schendel,Untitled,1963,yes,none,-0.9,0.0,0.2,0.2,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.1
2848,Contemporary Art,Minimalism,Robert Ryman,Untitled #36,1963,yes,none,-1.0,0.0,0.0,0.3,0.0,0.0,0.2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0
2849,Contemporary Art,Minimalism,John McLaughlin,Untitled,1963,yes,none,-0.1,0.0,0.0,0.4,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1
2859,Contemporary Art,Minimalism,Tony Smith,The Elevens Are Up,1963,no,none,1.45,0.091,0.0,0.545,0.0,0.0,0.091,0.0,0.091,0.0,0.273,0.0,0.091,0.091,0.0,0.091,0.0,0.0,0.273,0.182,0.0
2860,Contemporary Art,Minimalism,Dan Flavin,The nominal three (to William of Ockham),1963,no,none,-0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2862,Contemporary Art,Minimalism,Dan Flavin,"Diagonal of Personal Ecstasy (the Diagonal of May 25, 1963, to Constantin Brancusi)",1963,no,none,0.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1
2865,Contemporary Art,Minimalism,Antonio Calderara,Spazio Luce,1963,yes,none,1.09,0.0,0.091,0.364,0.0,0.0,0.091,0.0,0.091,0.091,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.182,0.091
2869,Contemporary Art,Minimalism,John McLaughlin,Number 14,1963,yes,none,0.0,0.0,0.0,0.3,0.0,0.1,0.2,0.0,0.0,0.2,0.1,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0
2874,Contemporary Art,Minimalism,Robert Ryman,Points,1963,yes,none,-0.6,0.0,0.0,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.5,0.1,0.1
2880,Contemporary Art,Minimalism,Li Yuan-chia,Folding Scroll,1963,yes,none,-0.17,0.0,0.0,0.083,0.0,0.083,0.25,0.0,0.0,0.0,0.083,0.0,0.0,0.083,0.0,0.083,0.0,0.0,0.41700000000000004,0.083,0.083
2888,Contemporary Art,Minimalism,Alex Hay,Chicken Wire,1963,yes,none,0.18,0.091,0.0,0.455,0.091,0.091,0.182,0.091,0.0,0.091,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.182,0.0
2896,Contemporary Art,Minimalism,Paul Brach,The Negative Way #2,1964,yes,none,0.42,0.0,0.0,0.0,0.16699999999999998,0.0,0.16699999999999998,0.16699999999999998,0.0,0.083,0.16699999999999998,0.0,0.0,0.33299999999999996,0.16699999999999998,0.16699999999999998,0.0,0.0,0.25,0.0,0.0
2897,Contemporary Art,Minimalism,John McLaughlin,Number 11,1964,yes,none,-0.4,0.0,0.0,0.3,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.5,0.0,0.1
2900,Contemporary Art,Minimalism,Dan Flavin,Untitled (to Henri Matisse),1964,no,none,-0.4,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.5,0.1,0.0
2903,Contemporary Art,Minimalism,Paul Brach,The Negative Way #10,1964,yes,none,-0.04,0.048,0.024,0.145,0.036000000000000004,0.096,0.096,0.145,0.012,0.06,0.048,0.024,0.06,0.24100000000000002,0.036000000000000004,0.205,0.048,0.048,0.289,0.036000000000000004,0.048
2904,Contemporary Art,Minimalism,Richard Artschwager,Mirror/Mirror - Table/Table,1964,no,none,-0.5,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1
2906,Contemporary Art,Minimalism,John McLaughlin,Number 27,1964,yes,none,0.3,0.0,0.1,0.3,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.2
2908,Contemporary Art,Minimalism,Noguchi Isamu ,Vertical Man,1964,no,none,0.0,0.0,0.0,0.182,0.0,0.0,0.364,0.0,0.0,0.182,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.545,0.091,0.091
2913,Contemporary Art,Minimalism,Agnes Martin,Red Bird,1964,yes,none,-0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1
2919,Contemporary Art,Minimalism,Jan Groth,Maleri,1964,yes,none,-0.35,0.0,0.054000000000000006,0.162,0.027000000000000003,0.068,0.095,0.37799999999999995,0.013999999999999999,0.027000000000000003,0.0,0.013999999999999999,0.040999999999999995,0.18899999999999997,0.027000000000000003,0.257,0.013999999999999999,0.027000000000000003,0.243,0.054000000000000006,0.013999999999999999
2922,Contemporary Art,Minimalism,Ralph Hotere,Black Painting,1964,yes,none,-1.38,0.0,0.154,0.154,0.077,0.0,0.308,0.154,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.077,0.0,0.077,0.308,0.0,0.0
2923,Contemporary Art,Minimalism,Horia Damian,Egyptian Gate,1964,no,none,-1.3,0.1,0.1,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.3
2925,Contemporary Art,Minimalism,James Lee Byars,Accomplishments,1964,yes,none,1.23,0.077,0.0,0.154,0.077,0.0,0.077,0.0,0.077,0.308,0.0,0.615,0.077,0.0,0.0,0.0,0.0,0.0,0.154,0.077,0.0
2933,Contemporary Art,Minimalism,Agnes Martin,The Peach,1964,yes,none,-0.7,0.0,0.0,0.2,0.0,0.1,0.2,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2938,Contemporary Art,Minimalism,Dan Flavin,A primary picture,1964,no,none,0.27,0.0,0.0,0.091,0.0,0.0,0.091,0.091,0.0,0.091,0.182,0.091,0.091,0.091,0.091,0.0,0.091,0.0,0.273,0.0,0.0
2940,Contemporary Art,Minimalism,Ruth Vollmer,Cluster About Hemisphere,1964,yes,none,-1.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.4,0.1,0.0,0.4,0.0,0.0
2943,Contemporary Art,Minimalism,Jeremy Moon,Naxos,1964,yes,none,0.58,0.16699999999999998,0.0,0.25,0.0,0.0,0.083,0.0,0.083,0.16699999999999998,0.083,0.0,0.083,0.083,0.0,0.0,0.0,0.0,0.33299999999999996,0.083,0.0
2945,Contemporary Art,Minimalism,Agnes Martin,The Tree,1964,no,none,-0.58,0.0,0.0,0.5,0.083,0.0,0.083,0.083,0.083,0.083,0.083,0.0,0.083,0.0,0.0,0.083,0.0,0.16699999999999998,0.33299999999999996,0.083,0.0
2946,Contemporary Art,Minimalism,Tony Smith,Moondog,1964,no,none,1.09,0.0,0.0,0.364,0.091,0.0,0.091,0.0,0.0,0.182,0.0,0.091,0.0,0.091,0.0,0.0,0.0,0.0,0.273,0.273,0.0
2958,Contemporary Art,Minimalism,Mark Rothko,No. 2,1964,yes,none,-1.58,0.0,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.0,0.25,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.16699999999999998,0.083,0.0,0.33299999999999996,0.083,0.0
2962,Contemporary Art,Minimalism,Paul Brach,The Negative Way #4,1964,yes,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.0,0.0,0.3,0.0,0.1
2963,Contemporary Art,Minimalism,Sol LeWitt,Standing Open Structure Black,1964,no,none,0.27,0.091,0.0,0.364,0.0,0.0,0.182,0.091,0.0,0.0,0.273,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.273,0.091,0.0
2967,Contemporary Art,Minimalism,Helio Oiticica,B11 Box B&#243;lide 09,1964,no,none,-0.4,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.1
2975,Contemporary Art,Minimalism,Judy Chicago,Rainbow Pickett,1965,no,none,0.85,0.0,0.0,0.154,0.0,0.0,0.154,0.0,0.0,0.231,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.077,0.308,0.0,0.0
2976,Contemporary Art,Minimalism,Robert Morris,Untitled (L-Beams),1965,yes,none,1.5,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.7,0.1,0.0
2981,Contemporary Art,Minimalism,Charlotte Posenenske,Fold,1965,no,none,0.2,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.2,0.1,0.2
2982,Contemporary Art,Minimalism,Marko Pogacnik,Untitled,1965,no,none,-1.36,0.091,0.091,0.364,0.0,0.182,0.091,0.0,0.0,0.091,0.091,0.0,0.0,0.0,0.0,0.091,0.091,0.0,0.364,0.0,0.0
2983,Contemporary Art,Minimalism,Jiro Yoshihara,Work,1965,yes,none,-0.4,0.0,0.0,0.4,0.1,0.1,0.2,0.2,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.4,0.1,0.0
2987,Contemporary Art,Minimalism,Charlotte Posenenske,Sprayed Picture,1965,yes,none,0.6,0.0,0.1,0.4,0.0,0.1,0.1,0.2,0.1,0.4,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.3,0.2,0.0
2988,Contemporary Art,Minimalism,Edward Krasinski,Untitled,1965,no,none,1.0,0.111,0.0,0.444,0.33299999999999996,0.0,0.0,0.111,0.0,0.222,0.222,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.556,0.222,0.0
2992,Contemporary Art,Minimalism,Giovanni Anselmo,Studio per la mia ombra verso l&#39;infinito dalla cima dello Stromboli durante l&#39;alba del 16 agosto 1965,1965,yes,none,0.4,0.0,0.0,0.4,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.1
2995,Contemporary Art,Minimalism,Antonio Calderara,Spazio Luce,1965,yes,none,-0.36,0.0,0.0,0.364,0.0,0.0,0.0,0.0,0.0,0.091,0.182,0.0,0.182,0.091,0.0,0.0,0.0,0.0,0.455,0.182,0.091
2996,Contemporary Art,Minimalism,Paul Brach,Silver Series,1965,yes,none,0.26,0.0,0.013000000000000001,0.26,0.026000000000000002,0.013000000000000001,0.10400000000000001,0.026000000000000002,0.013000000000000001,0.052000000000000005,0.078,0.013000000000000001,0.078,0.026000000000000002,0.013000000000000001,0.10400000000000001,0.0,0.026000000000000002,0.40299999999999997,0.026000000000000002,0.065
3002,Contemporary Art,Minimalism,Robert Ryman,Untitled,1965,yes,none,-0.51,0.027999999999999997,0.013999999999999999,0.20800000000000002,0.055999999999999994,0.111,0.09699999999999999,0.055999999999999994,0.027999999999999997,0.083,0.153,0.013999999999999999,0.069,0.069,0.027999999999999997,0.069,0.027999999999999997,0.027999999999999997,0.34700000000000003,0.027999999999999997,0.069
3003,Contemporary Art,Minimalism,Richard Tuttle,Wave,1965,no,none,0.3,0.0,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.1,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1
3004,Contemporary Art,Minimalism,Agnes Martin,The Harvest,1965,yes,none,-0.55,0.0,0.0,0.182,0.0,0.0,0.091,0.0,0.0,0.091,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0,0.091
3013,Contemporary Art,Minimalism,Richard Tuttle,Drift III,1965,no,none,-0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2
3016,Contemporary Art,Minimalism,Ronald Bladen,The X,1965,no,none,0.6,0.0,0.0,0.2,0.0,0.1,0.2,0.0,0.0,0.1,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.1
3022,Contemporary Art,Minimalism,Ronald Bladen,Three Elements,1965,no,none,0.0,0.0,0.0,0.182,0.0,0.0,0.273,0.091,0.0,0.091,0.091,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.273,0.0,0.0
3023,Contemporary Art,Minimalism,Michel Parmentier,Peinture n&#176;10,1965,yes,none,-0.17,0.083,0.083,0.16699999999999998,0.083,0.083,0.25,0.16699999999999998,0.083,0.083,0.16699999999999998,0.083,0.33299999999999996,0.083,0.083,0.083,0.083,0.083,0.33299999999999996,0.083,0.083
3024,Contemporary Art,Minimalism,Richard Tuttle,Fountain,1965,no,none,-0.33,0.0,0.0,0.16699999999999998,0.0,0.0,0.083,0.0,0.16699999999999998,0.083,0.0,0.0,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.583,0.0,0.16699999999999998
3025,Contemporary Art,Minimalism,Gianni Piacentino,Dull-Amaranth Disk,1966,no,none,-0.25,0.083,0.0,0.16699999999999998,0.083,0.0,0.16699999999999998,0.083,0.0,0.16699999999999998,0.0,0.083,0.0,0.0,0.0,0.083,0.0,0.16699999999999998,0.16699999999999998,0.083,0.083
3030,Contemporary Art,Minimalism,Jan Groth,Tegn III,1966,yes,none,-0.4,0.0,0.0,0.3,0.0,0.0,0.1,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.4,0.1,0.0,0.4,0.2,0.1
3031,Contemporary Art,Minimalism,Sheila Hicks,Grand Prayer Rug,1966,no,none,-0.82,0.091,0.0,0.273,0.0,0.091,0.091,0.0,0.0,0.0,0.273,0.0,0.091,0.091,0.0,0.0,0.0,0.0,0.273,0.182,0.0
3032,Contemporary Art,Minimalism,Brice Marden,The Dylan Painting,1966,yes,none,-1.36,0.0,0.0,0.0,0.091,0.0,0.182,0.091,0.0,0.0,0.091,0.0,0.0,0.182,0.0,0.0,0.0,0.091,0.364,0.0,0.091
