Artist,Mean rating,Agreeableness,Anger,Anticipation,Arrogance,Disagreeableness,Disgust,Fear,Gratitude,Happiness,Humility,Love,Optimism,Pessimism,Regret,Sadness,Shame,Shyness,Surprise,Trust,Neutral
Bernhard Strigel,1.2675,0.14300000000000002,0.062000000000000006,0.127,0.14825,0.012,0.043000000000000003,0.006,0.096,0.17400000000000002,0.202,0.078,0.05125,0.031,0.028,0.065,0.003,0.009000000000000001,0.037000000000000005,0.46950000000000003,0.028
Carlo Crivelli,1.3716666666666668,0.008333333333333333,0.05166666666666667,0.07533333333333335,0.034333333333333334,0.003666666666666667,0.051666666666666666,0.13199999999999998,0.1925,0.31233333333333335,0.12383333333333335,0.22483333333333333,0.17183333333333337,0.036833333333333336,0.05216666666666667,0.35650000000000004,0.03916666666666667,0.0018333333333333335,0.064,0.38433333333333336,0.0
Correggio,1.4233333333333331,0.059,0.0,0.15133333333333332,0.077,0.0,0.059,0.051333333333333335,0.22566666666666668,0.19233333333333333,0.41033333333333327,0.25133333333333335,0.17700000000000002,0.051333333333333335,0.03333333333333333,0.059,0.0,0.025666666666666667,0.0,0.4693333333333333,0.0
Cristovao de Figueiredo,0.8283333333333335,0.01983333333333333,0.025166666666666667,0.0605,0.022333333333333334,0.01983333333333333,0.036000000000000004,0.2353333333333333,0.08533333333333333,0.06616666666666667,0.09516666666666666,0.03383333333333333,0.0525,0.052333333333333336,0.13183333333333333,0.6268333333333334,0.12916666666666668,0.017333333333333333,0.05266666666666667,0.2866666666666667,0.0
Dirk Bouts,1.6166666666666665,0.05000000000000001,0.05000000000000001,0.11666666666666665,0.10000000000000002,0.0,0.016666666666666666,0.05000000000000001,0.2833333333333334,0.45,0.3333333333333334,0.25,0.15000000000000002,0.03333333333333333,0.0,0.08333333333333333,0.0,0.03333333333333333,0.05000000000000001,0.45,0.0
Domenico Ghirlandaio,1.3566666666666667,0.11933333333333333,0.0,0.061,0.06366666666666666,0.0,0.0,0.03333333333333333,0.25166666666666665,0.4093333333333333,0.27999999999999997,0.3016666666666667,0.152,0.0,0.0,0.02766666666666667,0.0,0.0,0.03333333333333333,0.5343333333333334,0.0
Domenico Veneziano,1.2266666666666666,0.03333333333333333,0.0,0.13333333333333333,0.02766666666666667,0.02766666666666667,0.02766666666666667,0.19433333333333333,0.13333333333333333,0.22233333333333336,0.18899999999999997,0.19433333333333333,0.09999999999999999,0.03333333333333333,0.03333333333333333,0.09433333333333334,0.06666666666666667,0.0,0.061,0.4666666666666666,0.0
Donatello,0.735,0.05,0.091,0.1,0.191,0.0,0.1365,0.182,0.05,0.05,0.1,0.0455,0.0955,0.091,0.0455,0.091,0.0455,0.0,0.0,0.34099999999999997,0.0
Dosso Dossi,1.9075000000000002,0.012,0.079,0.16924999999999998,0.037000000000000005,0.033,0.012,0.054000000000000006,0.09125,0.39925,0.03625,0.1355,0.24025,0.025,0.004,0.112,0.012,0.008,0.07825000000000001,0.3485,0.0
Filippo Lippi,1.3399999999999999,0.08225,0.072625,0.121,0.095375,0.055625,0.0335,0.03675,0.23,0.27187500000000003,0.21975,0.295,0.11574999999999999,0.020999999999999998,0.046375,0.129875,0.023875,0.014624999999999999,0.075,0.59725,0.0
Fra Angelico,1.14,0.071,0.071,0.14300000000000002,0.071,0.0,0.0,0.28600000000000003,0.071,0.14300000000000002,0.14300000000000002,0.071,0.14300000000000002,0.14300000000000002,0.071,0.0,0.071,0.071,0.14300000000000002,0.429,0.0
Gerard David,1.2566666666666666,0.056999999999999995,0.056999999999999995,0.19033333333333333,0.03333333333333333,0.081,0.07133333333333333,0.18566666666666667,0.22366666666666668,0.16666666666666666,0.22866666666666668,0.0,0.03333333333333333,0.023666666666666666,0.023666666666666666,0.143,0.04766666666666667,0.023666666666666666,0.056999999999999995,0.4953333333333334,0.0
Giorgione,1.35,0.05,0.0,0.1,0.1,0.05,0.0,0.05,0.25,0.35,0.3,0.45,0.0,0.1,0.0,0.15000000000000002,0.05,0.05,0.05,0.55,0.0
Giovanni Antonio Boltraffio,1.6239999999999999,0.035199999999999995,0.009,0.07780000000000001,0.006,0.009,0.006,0.009,0.0898,0.3766,0.2672,0.46580000000000005,0.1694,0.049,0.029000000000000005,0.055200000000000006,0.026000000000000002,0.089,0.0488,0.4136,0.0
Giovanni Bellini,1.7,0.15000000000000002,0.0,0.125,0.07500000000000001,0.0,0.0,0.05,0.19999999999999998,0.4,0.275,0.275,0.15,0.025,0.07500000000000001,0.225,0.0,0.05,0.07500000000000001,0.525,0.0
Hans Baldung,1.19,0.038142857142857145,0.04157142857142858,0.12257142857142858,0.09528571428571428,0.07614285714285714,0.16028571428571428,0.3697142857142857,0.028571428571428574,0.19614285714285717,0.07142857142857142,0.169,0.1402857142857143,0.12614285714285714,0.08314285714285714,0.19628571428571426,0.14985714285714286,0.028571428571428574,0.10928571428571428,0.282,0.0
Hans Holbein the Younger,1.25,0.08750000000000001,0.03425,0.09674999999999999,0.18825000000000003,0.05,0.037500000000000006,0.09787499999999999,0.12287499999999998,0.181125,0.111375,0.036375000000000005,0.159125,0.048875,0.037500000000000006,0.1375,0.05,0.0,0.025,0.52975,0.0
Hans Memling,2.1,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0.06666666666666667,0.2333333333333333,0.3333333333333333,0.2333333333333333,0.3,0.06666666666666667,0.0,0.09999999999999999,0.26666666666666666,0.03333333333333333,0.0,0.10000000000000002,0.6,0.0
Hieronymus Bosch,0.7433333333333333,0.004333333333333334,0.11933333333333333,0.14566666666666664,0.017666666666666667,0.19033333333333333,0.106,0.29633333333333334,0.122,0.137,0.18866666666666668,0.05533333333333334,0.14833333333333334,0.059666666666666666,0.017666666666666667,0.23700000000000002,0.05533333333333334,0.042,0.12366666666666666,0.3166666666666667,0.004333333333333334
Hugo van der Goes,1.3780000000000001,0.0948,0.0166,0.0766,0.0334,0.0348,0.0516,0.1266,0.2098,0.19299999999999998,0.26979999999999993,0.1348,0.11159999999999999,0.07339999999999999,0.08659999999999998,0.3316,0.09159999999999999,0.0166,0.0366,0.4976,0.0
Il Sodoma,1.3299999999999998,0.030333333333333334,0.06666666666666667,0.09999999999999999,0.06366666666666666,0.030333333333333334,0.16666666666666666,0.2333333333333333,0.09400000000000001,0.212,0.09100000000000001,0.09100000000000001,0.030333333333333334,0.13033333333333333,0.10000000000000002,0.43333333333333335,0.16666666666666666,0.030333333333333334,0.03333333333333333,0.19100000000000003,0.0
Jacopo Bellini,1.64,0.046000000000000006,0.015,0.074,0.015,0.015,0.035666666666666666,0.09733333333333334,0.16533333333333333,0.308,0.265,0.4546666666666667,0.158,0.043333333333333335,0.04833333333333334,0.1406666666666667,0.035666666666666666,0.015,0.09933333333333333,0.6386666666666666,0.0
Jan Provoost,1.3666666666666665,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.3,0.06666666666666667,0.10000000000000002,0.16666666666666666,0.10000000000000002,0.06666666666666667,0.10000000000000002,0.06666666666666667,0.39999999999999997,0.26666666666666666,0.0,0.06666666666666667,0.3666666666666667,0.0
Jan van Eyck,1.3800000000000001,0.065,0.0216,0.09860000000000002,0.13140000000000002,0.0034000000000000002,0.025,0.0502,0.0668,0.3032,0.16040000000000001,0.35839999999999994,0.1652,0.025,0.02,0.013600000000000001,0.02,0.045,0.0718,0.539,0.0
Jan van Hemessen,1.33,0.059750000000000004,0.053250000000000006,0.14775,0.02825,0.02825,0.10650000000000001,0.11649999999999999,0.08625,0.38525,0.12925,0.2585,0.047,0.0565,0.05450000000000001,0.27425,0.1815,0.01975,0.07225,0.16524999999999998,0.0
Jean Fouquet,0.8425,0.025,0.239,0.11224999999999999,0.14325000000000002,0.266,0.1,0.1895,0.06675,0.09125,0.02275,0.125,0.0685,0.0895,0.0,0.12075000000000001,0.07075000000000001,0.0,0.15375,0.23075,0.0
Jean Hey,1.496,0.0182,0.0182,0.05820000000000001,0.11640000000000002,0.0382,0.0782,0.0382,0.1982,0.27999999999999997,0.2564,0.2982,0.1182,0.0,0.0364,0.0728,0.02,0.0,0.0782,0.591,0.0
Jerg Ratgeb,1.2666666666666666,0.08033333333333333,0.05833333333333333,0.15816666666666665,0.03333333333333333,0.08333333333333333,0.059666666666666666,0.2803333333333334,0.06516666666666666,0.16216666666666668,0.19700000000000004,0.06383333333333334,0.14700000000000002,0.07783333333333332,0.04716666666666667,0.2611666666666667,0.15,0.0,0.11233333333333335,0.5063333333333334,0.0
Joachim Patinir,1.168,0.08380000000000001,0.0628,0.07620000000000002,0.0378,0.0866,0.10899999999999999,0.11600000000000002,0.16,0.33519999999999994,0.28059999999999996,0.152,0.1594,0.09280000000000001,0.0196,0.1246,0.0392,0.0196,0.0516,0.3046,0.0
Joachim Wtewael,1.4825,0.052750000000000005,0.06675,0.11249999999999999,0.02075,0.04575,0.0,0.14175,0.27075,0.48350000000000004,0.20975,0.332,0.23875000000000002,0.025,0.0,0.1,0.025,0.0,0.09175,0.39175000000000004,0.0
Konrad Witz,1.5224999999999997,0.036750000000000005,0.02275,0.121,0.07050000000000001,0.02625,0.0525,0.06325,0.222,0.2965,0.331,0.223,0.17375000000000002,0.07175000000000001,0.01925,0.0875,0.01925,0.02275,0.0455,0.4045000000000001,0.0
Leonardo da Vinci,1.92375,0.065375,0.0013750000000000001,0.11437499999999999,0.047125,0.0235,0.022125,0.038875,0.182125,0.467625,0.21725000000000003,0.407125,0.206125,0.026375000000000003,0.025,0.102875,0.025,0.03075,0.06387500000000002,0.46375,0.0
Lorenzo Lotto,1.78,0.057333333333333326,0.015166666666666667,0.121,0.015166666666666667,0.03183333333333333,0.016666666666666666,0.074,0.139,0.4306666666666666,0.29666666666666663,0.2836666666666667,0.14216666666666666,0.015166666666666667,0.04700000000000001,0.07883333333333334,0.04700000000000001,0.015166666666666667,0.08033333333333333,0.4323333333333334,0.0
Lucas Cranach the Elder,0.892,0.034199999999999994,0.0742,0.1686,0.054200000000000005,0.0742,0.054200000000000005,0.13419999999999999,0.014199999999999999,0.31720000000000004,0.1172,0.14279999999999998,0.1486,0.054200000000000005,0.034199999999999994,0.1086,0.014199999999999999,0.034199999999999994,0.054200000000000005,0.38,0.02
Maarten de Vos,1.7516666666666667,0.06133333333333333,0.015166666666666667,0.13616666666666669,0.09000000000000001,0.013833333333333335,0.028999999999999998,0.0305,0.1085,0.49616666666666664,0.23216666666666663,0.4735000000000001,0.20266666666666666,0.028999999999999998,0.04416666666666667,0.07216666666666667,0.05933333333333334,0.0,0.030333333333333334,0.3575,0.0
Martin Schongauer,1.2,0.0,0.2,0.3,0.0,0.1,0.1,0.8,0.0,0.0,0.2,0.0,0.0,0.3,0.1,0.3,0.1,0.0,0.2,0.3,0.0
Masaccio,1.09,0.0188,0.042,0.0726,0.0222,0.030600000000000006,0.07060000000000001,0.1068,0.12179999999999999,0.16619999999999996,0.29020000000000007,0.1026,0.13340000000000002,0.059199999999999996,0.09620000000000001,0.2646,0.1518,0.005599999999999999,0.0638,0.4306,0.0
Michelangelo,1.4375,0.0,0.075,0.09575,0.125,0.025,0.15,0.225,0.09175,0.37074999999999997,0.14175,0.34175,0.16675,0.07500000000000001,0.05,0.125,0.025,0.025,0.07075000000000001,0.475,0.0
Nicholas Hilliard,1.2033333333333334,0.04700000000000001,0.03333333333333333,0.06366666666666666,0.291,0.0,0.0,0.0,0.03183333333333333,0.16366666666666665,0.06516666666666666,0.015166666666666667,0.11066666666666665,0.0,0.0,0.0,0.0,0.0,0.03183333333333333,0.647,0.030333333333333334
Paolo Uccello,0.9620000000000001,0.0156,0.1412,0.1722,0.2186,0.0786,0.0804,0.14819999999999997,0.13540000000000002,0.1216,0.11460000000000001,0.05720000000000001,0.2042,0.0586,0.0644,0.11000000000000001,0.0586,0.027800000000000002,0.073,0.4896,0.0
Petrus Christus,1.1383333333333334,0.07383333333333335,0.03566666666666667,0.07616666666666666,0.17616666666666667,0.016666666666666666,0.021500000000000002,0.02,0.12233333333333334,0.26033333333333336,0.23183333333333334,0.16083333333333336,0.06666666666666667,0.011833333333333333,0.004833333333333333,0.077,0.017499999999999998,0.05483333333333334,0.026166666666666668,0.48533333333333334,0.019
Piero della Francesca,1.03,0.0,0.030333333333333334,0.09400000000000001,0.15166666666666667,0.06066666666666667,0.030333333333333334,0.030333333333333334,0.2333333333333333,0.3243333333333333,0.19699999999999998,0.09400000000000001,0.16666666666666666,0.03333333333333333,0.0,0.09999999999999999,0.0,0.0,0.06366666666666666,0.6213333333333334,0.0
Piero di Cosimo,1.3333333333333333,0.12033333333333333,0.11666666666666665,0.12416666666666669,0.03333333333333333,0.06666666666666667,0.09233333333333334,0.15000000000000002,0.12566666666666668,0.2165,0.159,0.10000000000000002,0.103,0.0295,0.03333333333333333,0.1795,0.03333333333333333,0.042333333333333334,0.06666666666666667,0.4255,0.0
Pieter Aertsen,1.092,0.054200000000000005,0.02,0.13240000000000002,0.05820000000000001,0.034199999999999994,0.054200000000000005,0.0382,0.08680000000000002,0.4324,0.30040000000000006,0.02,0.1614,0.034199999999999994,0.04,0.1,0.06000000000000001,0.014199999999999999,0.05820000000000001,0.151,0.0
Pieter Bruegel the Elder,1.2142857142857142,0.039142857142857146,0.04157142857142858,0.20114285714285712,0.013,0.05457142857142857,0.042857142857142864,0.2424285714285714,0.053428571428571436,0.3425714285714285,0.34885714285714287,0.04157142857142858,0.1402857142857143,0.12485714285714285,0.03685714285714286,0.16642857142857143,0.053285714285714283,0.027285714285714285,0.06671428571428571,0.12214285714285712,0.0
Pietro Perugino,1.5,0.05455555555555555,0.02022222222222222,0.1368888888888889,0.03233333333333334,0.011111111111111112,0.021222222222222222,0.11622222222222223,0.23633333333333337,0.29133333333333333,0.28555555555555556,0.21722222222222223,0.20066666666666666,0.03133333333333334,0.06266666666666666,0.13944444444444445,0.021222222222222222,0.022222222222222223,0.07677777777777778,0.512111111111111,0.0
Pinturicchio,1.295,0.04,0.015166666666666667,0.11199999999999999,0.04033333333333334,0.015166666666666667,0.014166666666666666,0.017499999999999998,0.20966666666666667,0.298,0.2591666666666667,0.22499999999999998,0.13816666666666666,0.012833333333333334,0.016499999999999997,0.1675,0.06183333333333333,0.04133333333333333,0.04933333333333333,0.39066666666666666,0.0
Pisanello,1.21,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.023666666666666666,0.03333333333333333,0.0,0.10466666666666667,0.17133333333333334,0.20466666666666666,0.17633333333333334,0.17133333333333334,0.023666666666666666,0.056999999999999995,0.09999999999999999,0.0,0.03333333333333333,0.056999999999999995,0.643,0.0
Quentin Matsys,0.6125,0.02075,0.02075,0.1165,0.15425,0.06675,0.21249999999999997,0.1375,0.04575,0.17925,0.17925000000000002,0.20400000000000001,0.1375,0.02075,0.02075,0.07075000000000001,0.041749999999999995,0.04575,0.0,0.26675,0.0
Raphael,1.975,0.0415,0.0,0.0415,0.0,0.0,0.0,0.0415,0.3665,0.7415,0.65,0.65,0.24150000000000002,0.0,0.0,0.0,0.0,0.0,0.0415,0.6835,0.0
Robert Campin,1.1620000000000001,0.02,0.04,0.056400000000000006,0.0382,0.0182,0.0,0.08,0.3088,0.246,0.1974,0.2924,0.09240000000000001,0.0382,0.09640000000000001,0.1364,0.0382,0.0,0.0382,0.4824,0.0
Rogier van der Weyden,1.274,0.0348,0.0166,0.0838,0.0516,0.0,0.0166,0.032,0.099,0.2426,0.2052,0.05,0.06960000000000001,0.0182,0.0154,0.2022,0.0,0.0364,0.0166,0.4772,0.0182
Sandro Botticelli,1.608,0.0548,0.02,0.1,0.1746,0.0,0.073,0.0,0.1766,0.49660000000000004,0.11299999999999999,0.4266,0.26639999999999997,0.0,0.0182,0.04,0.0,0.0,0.04,0.4138,0.0
Ticiano Vecellio,1.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0
Vittore Carpaccio,1.0733333333333335,0.03883333333333334,0.03416666666666667,0.10616666666666665,0.1751666666666667,0.04700000000000001,0.019,0.066,0.10483333333333333,0.18800000000000003,0.22683333333333333,0.058666666666666666,0.21283333333333332,0.03966666666666666,0.034999999999999996,0.1345,0.015166666666666667,0.029333333333333333,0.0555,0.42333333333333334,0.0
