Artist,Mean rating,Agreeableness,Anger,Anticipation,Arrogance,Disagreeableness,Disgust,Fear,Gratitude,Happiness,Humility,Love,Optimism,Pessimism,Regret,Sadness,Shame,Shyness,Surprise,Trust,Neutral
Albert Marquet,1.5999999999999999,0.048428571428571425,0.017642857142857144,0.1632857142857143,0.045571428571428575,0.02207142857142857,0.020571428571428574,0.04142857142857143,0.05078571428571428,0.5527142857142857,0.2136428571428571,0.09278571428571429,0.22571428571428573,0.038571428571428576,0.017642857142857144,0.042499999999999996,0.02557142857142857,0.02478571428571429,0.09557142857142856,0.20235714285714287,0.0
Albert Rafols-Casamada,-0.64,0.0,0.0,0.091,0.0,0.091,0.091,0.091,0.0,0.0,0.182,0.0,0.0,0.182,0.0,0.182,0.0,0.0,0.273,0.0,0.091
Alberto Burri,-0.6599999999999999,0.0,0.0,0.3275,0.0,0.0,0.1,0.2455,0.0,0.0,0.0455,0.0,0.0,0.05,0.0,0.0455,0.0,0.0,0.5275,0.0955,0.0455
Alberto Magnelli,0.45875,0.025,0.0,0.28525,0.05,0.0625,0.048875,0.037500000000000006,0.025,0.22387500000000002,0.11024999999999999,0.061375,0.20800000000000002,0.048875,0.0,0.0125,0.025,0.037500000000000006,0.49550000000000005,0.0875,0.0125
Albin Egger-Lienz,1.015,0.0,0.0,0.1,0.0415,0.0,0.0915,0.21649999999999997,0.1,0.1,0.3,0.0915,0.1,0.16649999999999998,0.0415,0.25,0.125,0.08349999999999999,0.0915,0.2835,0.0
Aldo Mondino,-0.38,0.0415,0.0415,0.216,0.0,0.0,0.216,0.0455,0.0415,0.087,0.087,0.0415,0.087,0.0415,0.0,0.0,0.0,0.0455,0.3485,0.1745,0.0455
Alekos Kontopoulos ,0.08,0.083,0.0,0.25,0.0,0.083,0.0,0.0,0.0,0.083,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.667,0.083,0.0
Aleksander Gierymski,1.62,0.154,0.0,0.077,0.077,0.0,0.0,0.0,0.0,0.615,0.154,0.154,0.231,0.0,0.0,0.077,0.0,0.0,0.0,0.077,0.0
Alex Hay,-0.59,0.0,0.0,0.2615,0.091,0.087,0.1325,0.087,0.087,0.16649999999999998,0.087,0.0,0.0455,0.0,0.0415,0.087,0.0,0.17800000000000002,0.22,0.0415,0.0455
Alexander Calder,-0.73,0.0,0.0,0.182,0.0,0.091,0.091,0.091,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.091,0.091,0.0,0.364,0.0,0.182
Alexandre Benois,1.55,0.182,0.0,0.455,0.091,0.0,0.0,0.091,0.182,0.364,0.364,0.182,0.273,0.0,0.0,0.091,0.0,0.0,0.182,0.364,0.0
Alexandre Jacovleff,1.7,0.1,0.0,0.3,0.1,0.0,0.1,0.0,0.0,0.4,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.2,0.6,0.0
Alexej von Jawlensky,0.47307692307692306,0.039615384615384615,0.006384615384615385,0.1346923076923077,0.04323076923076923,0.015923076923076922,0.05392307692307693,0.1180769230769231,0.02476923076923077,0.25846153846153846,0.18784615384615386,0.04015384615384616,0.082,0.04615384615384615,0.0018461538461538461,0.1546923076923077,0.0366923076923077,0.019076923076923078,0.15661538461538463,0.2044615384615385,0.0
Alfred Jensen,0.05666666666666664,0.03333333333333333,0.0,0.5483333333333333,0.03333333333333333,0.06666666666666667,0.09400000000000001,0.10000000000000002,0.0,0.06666666666666667,0.0,0.0,0.09700000000000002,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.5483333333333333,0.09700000000000002,0.06366666666666666
Alfred Manessier,0.31799999999999995,0.02,0.0262,0.2218,0.0026000000000000003,0.048,0.1488,0.0862,0.022600000000000002,0.1226,0.022600000000000002,0.048799999999999996,0.0818,0.042600000000000006,0.0026000000000000003,0.0826,0.022600000000000002,0.0026000000000000003,0.4384,0.06799999999999999,0.06260000000000002
Alfred Sisley,1.7157142857142857,0.011857142857142858,0.011,0.11828571428571429,0.0,0.03957142857142858,0.0,0.028571428571428574,0.0,0.6248571428571428,0.2454285714285714,0.05128571428571428,0.261,0.0,0.011,0.07142857142857142,0.0,0.0,0.051428571428571435,0.15185714285714286,0.02614285714285714
Ali Omar Ermes,0.27249999999999996,0.0,0.025,0.38625000000000004,0.0,0.0,0.07275000000000001,0.09775,0.025,0.07275000000000001,0.125,0.0,0.1955,0.0,0.025,0.025,0.025,0.02275,0.36125,0.05,0.0
Alice Bailly,0.5666666666666668,0.06666666666666667,0.06666666666666667,0.16666666666666666,0.0,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.03333333333333333,0.19999999999999998,0.16666666666666666,0.10000000000000002,0.19999999999999998,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.03333333333333333,0.10000000000000002,0.06666666666666667,0.0
Allan D&#39;Arcangelo,0.65,0.0,0.0,0.45,0.05,0.0,0.05,0.0,0.05,0.1,0.0,0.05,0.15000000000000002,0.0,0.0,0.05,0.1,0.0,0.5,0.15000000000000002,0.05
Allen Jones,-0.1433333333333333,0.1446666666666667,0.056999999999999995,0.2956666666666667,0.04766666666666667,0.081,0.26533333333333337,0.04766666666666667,0.023666666666666666,0.081,0.023666666666666666,0.04766666666666667,0.135,0.023666666666666666,0.023666666666666666,0.05399999999999999,0.36433333333333334,0.05399999999999999,0.24633333333333338,0.09033333333333333,0.030333333333333334
Alma Woodsey Thomas,0.8320000000000001,0.010400000000000001,0.0024000000000000002,0.17719999999999997,0.0032,0.029400000000000003,0.041400000000000006,0.0188,0.051000000000000004,0.505,0.09319999999999999,0.13820000000000002,0.24619999999999997,0.0204,0.0224,0.0616,0.0,0.010400000000000001,0.2784,0.08020000000000001,0.0
Alphonse Allais,-0.565,0.02275,0.08025,0.30100000000000005,0.041749999999999995,0.07425,0.19174999999999998,0.0595,0.0,0.0655,0.08825,0.025,0.06325,0.121,0.0385,0.08025,0.08524999999999999,0.05650000000000001,0.22875,0.0685,0.0
Amadeo de Souza-Cardoso,0.7857142857142857,0.04157142857142858,0.014285714285714287,0.3694285714285714,0.03685714285714286,0.028571428571428574,0.07842857142857142,0.07014285714285715,0.06771428571428571,0.21742857142857144,0.06757142857142857,0.08071428571428571,0.17685714285714285,0.06771428571428571,0.042857142857142864,0.09871428571428571,0.02614285714285714,0.024857142857142855,0.38014285714285706,0.15328571428571428,0.0
Amedeo Modigliani,0.37500000000000006,0.04950000000000001,0.015166666666666667,0.09999999999999999,0.11066666666666668,0.0,0.028499999999999998,0.06066666666666667,0.030333333333333334,0.275,0.1245,0.10166666666666668,0.09166666666666666,0.08633333333333333,0.030333333333333334,0.1565,0.026999999999999996,0.09400000000000001,0.10866666666666668,0.2875,0.011833333333333333
Anatol Petrytsky,0.55,0.0555,0.023,0.155,0.0115,0.0785,0.04,0.14600000000000002,0.1615,0.023,0.2075,0.0055000000000000005,0.04,0.1575,0.21700000000000003,0.419,0.1555,0.0615,0.1895,0.10750000000000001,0.0055000000000000005
Anders Zorn,2.25,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.083,0.667,0.0,0.25,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.083,0.16699999999999998,0.0
Andr&#233; Lhote,1.0325,0.025,0.0,0.14175000000000001,0.0,0.0,0.08325,0.07500000000000001,0.01675,0.36675,0.2,0.025,0.15825,0.025,0.0,0.04175,0.025,0.0,0.15824999999999997,0.05,0.0
Andre Masson,0.12714285714285714,0.012428571428571428,0.041857142857142864,0.26085714285714284,0.03557142857142857,0.06557142857142857,0.1757142857142857,0.3174285714285715,0.027142857142857142,0.10328571428571429,0.06071428571428572,0.07485714285714286,0.06185714285714285,0.05085714285714286,0.04571428571428571,0.07928571428571428,0.06471428571428571,0.019,0.48542857142857143,0.08357142857142859,0.0
Andy Warhol,0.21999999999999997,0.0,0.09999999999999999,0.16516666666666666,0.129,0.09166666666666667,0.04716666666666667,0.0,0.015166666666666667,0.11216666666666668,0.08333333333333333,0.030333333333333334,0.13033333333333333,0.0,0.0,0.016666666666666666,0.0,0.0,0.23433333333333337,0.25633333333333336,0.041666666666666664
Angel Planells,-0.12000000000000001,0.04575,0.07500000000000001,0.277,0.05,0.0955,0.21625,0.36174999999999996,0.0,0.02275,0.04575,0.0,0.0,0.04775,0.07275000000000001,0.1785,0.0435,0.025,0.435,0.04575,0.0
Angelo de Sousa,-0.2,0.1,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.1
Anish Kapoor,1.64,0.091,0.0,0.364,0.0,0.0,0.182,0.182,0.091,0.091,0.091,0.091,0.0,0.091,0.0,0.182,0.0,0.0,0.091,0.182,0.0
Anita Malfatti,1.37,0.0,0.03333333333333333,0.12433333333333334,0.06366666666666666,0.06366666666666666,0.030333333333333334,0.15766666666666668,0.13033333333333333,0.3453333333333333,0.25166666666666665,0.09999999999999999,0.09700000000000002,0.03333333333333333,0.09700000000000002,0.09100000000000001,0.03333333333333333,0.03333333333333333,0.15466666666666665,0.28200000000000003,0.0
Ant&#243;nio de Carvalho da Silva Porto,2.1,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.8,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Anthony Caro,0.27,0.091,0.0,0.091,0.0,0.0,0.091,0.091,0.0,0.0,0.273,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.182,0.091,0.091
Antoni Tapies,-0.7,0.0,0.2,0.1,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.2,0.0,0.0
Antonio Areal,0.13399999999999998,0.01,0.028200000000000003,0.29100000000000004,0.0273,0.0391,0.13369999999999999,0.1472,0.01,0.029100000000000004,0.07730000000000001,0.0191,0.029100000000000004,0.047299999999999995,0.0182,0.12369999999999999,0.0,0.0391,0.4537,0.08639999999999999,0.029100000000000004
Antonio Dacosta,0.6174999999999999,0.081,0.003,0.11725000000000001,0.028,0.04,0.131,0.28325,0.028,0.30125,0.08625,0.084,0.099,0.08925,0.099,0.2915,0.028,0.037000000000000005,0.11800000000000001,0.062000000000000006,0.0
Antonio Donghi,1.92,0.05,0.0,0.1355,0.15,0.0,0.0355,0.0,0.08549999999999999,0.4285,0.3715,0.15,0.1855,0.07150000000000001,0.05,0.157,0.0,0.0,0.157,0.3215,0.0
Antonio Lopez Garcia,0.8999999999999999,0.05,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.4,0.1,0.4,0.0,0.05,0.0,0.3,0.0,0.0,0.05,0.05,0.0
Antonio Palolo,0.82375,0.047,0.022875,0.22700000000000004,0.020875,0.04825,0.106125,0.072125,0.011875,0.299875,0.087,0.032875,0.177875,0.035750000000000004,0.041249999999999995,0.04675,0.021374999999999998,0.0275,0.36300000000000004,0.05387499999999999,0.0125
Antonio Sanfilippo,0.0,0.0,0.154,0.077,0.0,0.154,0.231,0.231,0.077,0.0,0.0,0.154,0.154,0.077,0.077,0.077,0.0,0.154,0.385,0.0,0.0
Aristarkh Lentulov,0.55,0.03,0.0075,0.10550000000000001,0.255,0.0075,0.08349999999999999,0.03,0.045,0.29050000000000004,0.23,0.03,0.22849999999999998,0.0385,0.0,0.046,0.0,0.0,0.0225,0.1865,0.0
Arkhip Kuindzhi,1.7000000000000002,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.15000000000000002,0.75,0.15000000000000002,0.1,0.15,0.05,0.05,0.05,0.0,0.0,0.05,0.2,0.0
Arman,-0.33,0.083,0.0,0.33299999999999996,0.083,0.16699999999999998,0.16699999999999998,0.0,0.0,0.0,0.083,0.083,0.0,0.0,0.0,0.16699999999999998,0.0,0.083,0.25,0.083,0.0
Armand Guillaumin,1.1900000000000002,0.0,0.0,0.06366666666666666,0.0,0.0,0.0,0.061,0.06066666666666667,0.46033333333333326,0.27699999999999997,0.06666666666666667,0.3073333333333333,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.02766666666666667,0.0,0.09700000000000002,0.12733333333333333,0.0
Arnulf Rainer,0.08599999999999998,0.0,0.11480000000000001,0.1298,0.0366,0.04,0.18639999999999998,0.40939999999999993,0.02,0.0964,0.11639999999999999,0.0382,0.0548,0.13340000000000002,0.06,0.2464,0.0748,0.0382,0.1316,0.11339999999999999,0.0182
Arshile Gorky,-0.22999999999999998,0.0,0.0455,0.241,0.0455,0.0,0.14550000000000002,0.15,0.0,0.1865,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.5635,0.05,0.0
Arthur Beecher Carles,1.1166666666666665,0.016666666666666666,0.016666666666666666,0.21666666666666667,0.13333333333333333,0.0,0.10000000000000002,0.11666666666666668,0.03333333333333333,0.18333333333333335,0.08333333333333333,0.05000000000000001,0.10000000000000002,0.016666666666666666,0.016666666666666666,0.13333333333333333,0.016666666666666666,0.05000000000000001,0.21666666666666667,0.10000000000000002,0.0
Arthur Dove,0.32666666666666666,0.052333333333333336,0.015166666666666667,0.2655,0.0,0.0305,0.1718333333333333,0.08183333333333334,0.028499999999999998,0.17866666666666667,0.10183333333333333,0.028499999999999998,0.0675,0.06516666666666666,0.07100000000000001,0.04850000000000001,0.016666666666666666,0.0305,0.2733333333333334,0.09083333333333332,0.0
Arthur Pinajian,0.04999999999999999,0.08549999999999999,0.08549999999999999,0.3645,0.12150000000000001,0.0355,0.193,0.08549999999999999,0.08549999999999999,0.12150000000000001,0.08549999999999999,0.08549999999999999,0.12150000000000001,0.0355,0.0355,0.0355,0.0355,0.08549999999999999,0.4,0.08549999999999999,0.0
Arthur Segal,0.6266666666666666,0.0,0.0,0.379,0.0,0.0,0.030333333333333334,0.09400000000000001,0.0,0.24533333333333332,0.09100000000000001,0.0,0.12133333333333333,0.09400000000000001,0.0,0.0,0.0,0.0,0.379,0.09700000000000002,0.0
Asgrimur Jonsson,2.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0
Audrey Flack,0.18,0.0,0.0,0.364,0.0,0.0,0.0,0.182,0.0,0.091,0.0,0.0,0.0,0.091,0.091,0.091,0.091,0.0,0.636,0.091,0.0
August Macke,1.3166666666666667,0.08066666666666668,0.004666666666666666,0.03766666666666667,0.0,0.004666666666666666,0.042666666666666665,0.004666666666666666,0.028333333333333335,0.559,0.2896666666666667,0.05666666666666667,0.3026666666666667,0.0,0.004666666666666666,0.0,0.004666666666666666,0.0,0.085,0.11366666666666665,0.0
Auguste Herbin,1.1633333333333333,0.016666666666666666,0.0,0.18849999999999997,0.03333333333333333,0.015166666666666667,0.08333333333333333,0.016666666666666666,0.06516666666666666,0.4503333333333333,0.10933333333333332,0.07483333333333332,0.23266666666666666,0.0,0.0305,0.03183333333333333,0.04700000000000001,0.016666666666666666,0.26433333333333336,0.20083333333333334,0.0
Auguste Rodin,1.135,0.024,0.0,0.1595,0.056,0.056,0.0,0.0655,0.062,0.187,0.0535,0.107,0.018000000000000002,0.11800000000000001,0.2595,0.4605,0.157,0.059500000000000004,0.0475,0.10099999999999999,0.0
Augustus John,1.5616666666666668,0.016666666666666666,0.015166666666666667,0.10916666666666668,0.07733333333333334,0.0,0.015166666666666667,0.04700000000000001,0.03333333333333333,0.5151666666666667,0.2728333333333333,0.16066666666666668,0.22433333333333336,0.04700000000000001,0.03333333333333333,0.04850000000000001,0.016666666666666666,0.016666666666666666,0.0,0.15766666666666665,0.0
Balcomb Greene,-0.19999999999999998,0.0,0.0,0.44175,0.07775000000000001,0.10275000000000001,0.05,0.025,0.02775,0.05,0.025,0.0,0.18050000000000002,0.05,0.02775,0.0,0.025,0.025,0.511,0.05,0.0
Balthus,0.22999999999999998,0.0,0.273,0.0455,0.0455,0.0,0.1365,0.091,0.0,0.22749999999999998,0.182,0.0455,0.0455,0.091,0.0,0.2725,0.273,0.0455,0.091,0.0455,0.0
Barnett Newman,-0.2780000000000001,0.0,0.0382,0.3146,0.0182,0.0,0.06000000000000001,0.056400000000000006,0.0,0.12000000000000002,0.0782,0.0,0.0,0.02,0.0,0.05820000000000001,0.0,0.02,0.4328,0.04,0.0782
Basil Beattie,0.77,0.0,0.0,0.077,0.0,0.0,0.154,0.0,0.0,0.154,0.154,0.077,0.231,0.0,0.0,0.0,0.0,0.0,0.385,0.077,0.0
Bela Kadar,1.2066666666666666,0.0,0.0,0.09700000000000002,0.0,0.0,0.0,0.0,0.03333333333333333,0.5183333333333334,0.38799999999999996,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.19400000000000003,0.03333333333333333,0.030333333333333334
Ben Nicholson,0.3,0.0,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.05,0.0,0.1,0.4,0.1,0.05
Bernard Cohen,0.30199999999999994,0.0518,0.0318,0.3646,0.011800000000000001,0.057800000000000004,0.1274,0.0918,0.011800000000000001,0.18419999999999997,0.0494,0.046,0.09780000000000001,0.04360000000000001,0.0318,0.011800000000000001,0.011800000000000001,0.046,0.42840000000000006,0.011800000000000001,0.0
Bernard Schultze,0.9450000000000001,0.0,0.0,0.2865,0.05,0.0,0.14100000000000001,0.23199999999999998,0.0,0.23199999999999998,0.0,0.0455,0.1,0.0455,0.0,0.091,0.0,0.0,0.432,0.05,0.0
Bertalan Por,1.1725,0.02275,0.159,0.0685,0.0455,0.0,0.02275,0.06825,0.0435,0.39475000000000005,0.43225,0.07050000000000001,0.0685,0.06625,0.0,0.22175,0.0,0.0,0.0895,0.16375,0.02075
Berthe Morisot,1.87,0.05,0.0,0.1185,0.05,0.0,0.0,0.0,0.11674999999999999,0.6545,0.23900000000000002,0.35775,0.09775,0.025,0.0,0.1,0.0,0.025,0.0935,0.27875,0.0
Betty Goodwin,-0.184,0.0228,0.06999999999999999,0.16899999999999998,0.005599999999999999,0.0618,0.24,0.308,0.0027999999999999995,0.0228,0.042600000000000006,0.0194,0.05700000000000001,0.13820000000000002,0.0256,0.2004,0.042800000000000005,0.005599999999999999,0.188,0.066,0.0448
Bice Lazzari,0.11,0.0,0.025,0.29550000000000004,0.025,0.07275000000000001,0.12275000000000001,0.125,0.0,0.1205,0.0955,0.0,0.07275000000000001,0.07500000000000001,0.0,0.14775,0.025,0.025,0.39325,0.07500000000000001,0.02275
Billy Apple,-0.105,0.0,0.07275000000000001,0.3305,0.0,0.0455,0.07275000000000001,0.04575,0.0,0.10824999999999999,0.05,0.02075,0.11675,0.05,0.025,0.05,0.05,0.0,0.41550000000000004,0.04575,0.07275000000000001
Blinky Palermo,-0.27,0.0,0.0,0.273,0.0,0.0,0.091,0.091,0.0,0.0,0.091,0.0,0.091,0.0,0.0,0.0,0.091,0.091,0.545,0.0,0.0
Boris Grigoriev,0.92,0.0,0.25,0.25,0.083,0.083,0.16699999999999998,0.25,0.0,0.083,0.0,0.0,0.0,0.16699999999999998,0.083,0.083,0.0,0.0,0.25,0.083,0.0
Boris Margo,0.29,0.039,0.039,0.23399999999999999,0.026000000000000002,0.039,0.078,0.26,0.013000000000000001,0.13,0.065,0.013000000000000001,0.091,0.10400000000000001,0.026000000000000002,0.16899999999999998,0.026000000000000002,0.026000000000000002,0.39,0.026000000000000002,0.0
Bradley Walker Tomlin,0.2614285714285714,0.03157142857142857,0.08,0.40685714285714286,0.028571428571428574,0.09971428571428571,0.07428571428571429,0.095,0.028285714285714282,0.06899999999999999,0.032857142857142856,0.015142857142857142,0.1162857142857143,0.05785714285714285,0.004285714285714286,0.04814285714285715,0.002142857142857143,0.030285714285714284,0.5195714285714285,0.08214285714285716,0.0
Bram van Velde,-0.21666666666666667,0.016666666666666666,0.03333333333333333,0.3166666666666667,0.03333333333333333,0.05000000000000001,0.09999999999999999,0.06666666666666667,0.0,0.11666666666666665,0.0,0.0,0.09999999999999999,0.0,0.016666666666666666,0.06666666666666667,0.0,0.0,0.5833333333333334,0.05000000000000001,0.03333333333333333
Brassai,1.7874999999999999,0.01125,0.025,0.09175,0.025,0.02875,0.02875,0.10750000000000001,0.051500000000000004,0.44475,0.26825,0.46525000000000005,0.14925,0.09025,0.02875,0.11299999999999999,0.0,0.0075,0.0075,0.1295,0.0
Brett Whiteley,-0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.1,0.2,0.3,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.3,0.0,0.0
Brice Marden,-0.3033333333333334,0.02766666666666667,0.02766666666666667,0.31566666666666665,0.02766666666666667,0.06666666666666667,0.02766666666666667,0.05566666666666666,0.0,0.09133333333333334,0.057999999999999996,0.057999999999999996,0.11666666666666665,0.0,0.057999999999999996,0.030333333333333334,0.030333333333333334,0.057999999999999996,0.4323333333333333,0.06666666666666667,0.03333333333333333
Bruno Munari,0.3,0.0,0.0,0.4,0.1,0.1,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0
Cagnaccio di San Pietro,1.2185714285714284,0.028571428571428574,0.027285714285714285,0.1247142857142857,0.04157142857142858,0.013,0.06757142857142857,0.039,0.027285714285714285,0.40271428571428564,0.226,0.165,0.152,0.053285714285714283,0.09228571428571429,0.12342857142857143,0.18700000000000003,0.026,0.039,0.07142857142857142,0.0
Carel Willink,1.384,0.0934,0.02,0.07339999999999999,0.15999999999999998,0.0166,0.02,0.1,0.056600000000000004,0.3934,0.1166,0.13999999999999999,0.1266,0.0,0.0166,0.1166,0.0,0.02,0.056600000000000004,0.29,0.0
Carl Buchheister,0.20800000000000002,0.0,0.0182,0.351,0.02,0.02,0.056400000000000006,0.15100000000000002,0.0,0.1,0.05820000000000001,0.0182,0.11460000000000001,0.056400000000000006,0.05820000000000001,0.0782,0.0,0.0182,0.49820000000000003,0.09640000000000001,0.0
Carl Hols&#248;e,1.9666666666666668,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.4333333333333333,0.43333333333333335,0.06666666666666667,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.3666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.20000000000000004,0.0
Carla Accardi,0.17,0.0,0.0,0.16699999999999998,0.0,0.0,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.083,0.0,0.0,0.25,0.083,0.0,0.16699999999999998,0.083,0.0,0.33299999999999996,0.0,0.0
Carlo Carra,0.6000000000000001,0.0,0.0,0.45,0.0,0.0,0.1,0.0,0.0,0.05,0.15,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.45,0.05,0.05
Carlos Merida,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.2,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.3,0.0
Carlos Orozco Romero,0.7966666666666667,0.03333333333333333,0.0,0.16366666666666665,0.0,0.06366666666666666,0.06666666666666667,0.18166666666666667,0.0,0.36066666666666664,0.32733333333333337,0.03333333333333333,0.13333333333333333,0.12433333333333334,0.030333333333333334,0.25166666666666665,0.0,0.03333333333333333,0.13333333333333333,0.19699999999999998,0.0
Carlos Saenz de Tejada,1.07,0.027999999999999997,0.042,0.085,0.027999999999999997,0.055999999999999994,0.099,0.055999999999999994,0.042,0.493,0.239,0.027999999999999997,0.141,0.099,0.07,0.16899999999999998,0.07,0.027999999999999997,0.099,0.055999999999999994,0.0
Carmen Herrera,-0.04500000000000001,0.0,0.0,0.273,0.0,0.0,0.091,0.0,0.0,0.273,0.182,0.0,0.22749999999999998,0.0,0.0455,0.0,0.0,0.0,0.091,0.0455,0.0455
Cesar Paternosto,-0.0033333333333332993,0.0,0.02766666666666667,0.2323333333333333,0.0,0.030333333333333334,0.17433333333333334,0.0,0.02766666666666667,0.149,0.08833333333333333,0.02766666666666667,0.149,0.030333333333333334,0.0,0.0,0.0,0.030333333333333334,0.26266666666666666,0.08600000000000001,0.06066666666666667
Charles Blackman,0.96,0.0,0.02,0.02,0.04,0.08,0.02,0.08,0.04,0.2,0.18,0.06,0.02,0.16,0.16,0.66,0.1,0.08,0.1,0.08,0.0
