Artist,Mean rating,Agreeableness,Anger,Anticipation,Arrogance,Disagreeableness,Disgust,Fear,Gratitude,Happiness,Humility,Love,Optimism,Pessimism,Regret,Sadness,Shame,Shyness,Surprise,Trust,Neutral
Dadamaino,-0.33,0.0,0.0,0.25,0.0,0.083,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.0,0.083,0.0,0.0,0.083,0.41700000000000004,0.083,0.083
Dan Flavin,0.061999999999999986,0.0027999999999999995,0.0027999999999999995,0.2884,0.028200000000000003,0.0,0.054400000000000004,0.020999999999999998,0.0108,0.13979999999999998,0.0754,0.0464,0.18519999999999998,0.0264,0.041,0.0254,0.0236,0.0,0.37299999999999994,0.06820000000000001,0.028200000000000003
Daniel Buren,-0.6,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.4,0.2,0.0
Daniel Dezeuze,-1.5,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5
Edward Krasinski,0.4,0.0555,0.05,0.522,0.16649999999999998,0.05,0.15,0.10550000000000001,0.0,0.111,0.161,0.111,0.0,0.0,0.05,0.0,0.0,0.0,0.47800000000000004,0.21100000000000002,0.05
Ellsworth Kelly,0.19,0.077,0.0,0.3155,0.0385,0.0,0.127,0.0,0.0385,0.127,0.0385,0.05,0.127,0.0,0.0,0.0,0.0,0.0385,0.3155,0.1385,0.05
Eva Hesse,-0.6133333333333334,0.004666666666666666,0.043000000000000003,0.23466666666666666,0.0,0.038,0.07666666666666667,0.10466666666666667,0.004666666666666666,0.043000000000000003,0.067,0.03333333333333333,0.038,0.043000000000000003,0.009666666666666665,0.01933333333333333,0.07633333333333334,0.043000000000000003,0.4163333333333334,0.004666666666666666,0.04766666666666667
Florin Maxa,-0.15,0.077,0.0,0.154,0.0,0.077,0.308,0.0,0.0,0.077,0.077,0.077,0.0,0.0,0.077,0.0,0.0,0.0,0.385,0.0,0.077
Francois Morellet,0.84,0.0755,0.0625,0.3025,0.006500000000000001,0.019,0.138,0.019,0.0125,0.1385,0.044500000000000005,0.0255,0.1385,0.0125,0.006500000000000001,0.0125,0.0,0.0125,0.346,0.095,0.0565
Frank Stella,-0.38,0.0,0.087,0.1745,0.0455,0.1745,0.129,0.087,0.0455,0.17049999999999998,0.087,0.08349999999999999,0.0415,0.129,0.0,0.0455,0.0,0.0455,0.48100000000000004,0.0455,0.0
Fred Sandback,-0.11000000000000001,0.0,0.0455,0.2955,0.0,0.05,0.05,0.0,0.0,0.0455,0.091,0.0,0.0455,0.0,0.0,0.14550000000000002,0.0,0.05,0.2865,0.0,0.0455
Gego,0.9,0.0,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.3,0.4,0.0
Gianni Piacentino,-0.11666666666666665,0.02766666666666667,0.0,0.4073333333333333,0.061,0.0,0.05566666666666666,0.02766666666666667,0.0,0.08900000000000001,0.06666666666666667,0.02766666666666667,0.09400000000000001,0.030333333333333334,0.03333333333333333,0.02766666666666667,0.0,0.08900000000000001,0.24666666666666667,0.12166666666666666,0.09133333333333334
Giovanni Anselmo,-0.175,0.0,0.0,0.45,0.0915,0.05,0.0915,0.0,0.0,0.05,0.0415,0.0,0.05,0.05,0.0,0.0915,0.0,0.0,0.3165,0.0,0.0915
Giulio Paolini,-0.3,0.1,0.0,0.25,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.15,0.05,0.15000000000000002,0.35,0.05,0.1
Helio Oiticica,-0.4,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.1
Herbert Zangs,-0.26599999999999996,0.02,0.0,0.34619999999999995,0.0,0.0348,0.12479999999999998,0.0764,0.0,0.02,0.13479999999999998,0.0,0.0782,0.0,0.0,0.0764,0.0166,0.02,0.36100000000000004,0.11300000000000002,0.07660000000000002
Horia Damian,-1.3,0.1,0.1,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.3
Imi Knoebel,-0.5,0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.3
James Lee Byars,0.615,0.0385,0.0,0.177,0.0385,0.05,0.0385,0.0,0.0385,0.154,0.05,0.3075,0.0385,0.15,0.0,0.1,0.0,0.0,0.327,0.0385,0.05
Jan Groth,-0.375,0.0,0.027000000000000003,0.23099999999999998,0.013500000000000002,0.034,0.0975,0.33899999999999997,0.006999999999999999,0.013500000000000002,0.05,0.006999999999999999,0.020499999999999997,0.1445,0.0635,0.3285,0.057,0.013500000000000002,0.3215,0.127,0.057
Jean Degottex,0.9,0.0,0.0,0.5,0.1,0.2,0.1,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.2,0.1,0.1,0.1,0.4,0.1,0.0
Jeremy Moon,0.565,0.08349999999999999,0.0,0.307,0.0,0.0455,0.0415,0.0,0.0415,0.1745,0.1325,0.0455,0.17800000000000002,0.087,0.0,0.0455,0.0,0.0,0.394,0.087,0.0
Jiro Yoshihara,-0.05000000000000002,0.0,0.05,0.35,0.05,0.1,0.15000000000000002,0.1,0.05,0.1,0.1,0.05,0.0,0.05,0.1,0.05,0.0,0.0,0.30000000000000004,0.1,0.05
Johannes Jan Schoonhoven,0.18000000000000002,0.0088,0.022600000000000002,0.3336,0.0366,0.0254,0.08900000000000001,0.0044,0.0636,0.0498,0.0986,0.0044,0.15760000000000002,0.0182,0.0,0.028800000000000003,0.0182,0.0408,0.5002,0.088,0.0388
John McCracken,-0.42,0.0,0.0,0.16699999999999998,0.083,0.083,0.25,0.0,0.0,0.0,0.083,0.083,0.0,0.0,0.0,0.0,0.0,0.083,0.25,0.0,0.083
John McLaughlin,-0.16285714285714284,0.003428571428571429,0.030714285714285715,0.3082857142857143,0.0017142857142857144,0.10614285714285712,0.1732857142857143,0.03314285714285715,0.014285714285714287,0.03728571428571429,0.06285714285714286,0.016,0.10371428571428572,0.019571428571428573,0.027285714285714285,0.019571428571428573,0.017714285714285714,0.018857142857142857,0.40385714285714286,0.03314285714285715,0.09414285714285715
Judy Chicago,0.85,0.0,0.0,0.154,0.0,0.0,0.154,0.0,0.0,0.231,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.077,0.308,0.0,0.0
Keith Sonnier,0.9,0.1,0.01,0.356,0.11,0.0195,0.029500000000000002,0.05,0.060000000000000005,0.3675,0.099,0.11950000000000001,0.1785,0.0,0.05,0.01,0.0,0.060000000000000005,0.297,0.159,0.01
Li Yuan-chia,-0.17,0.0,0.0,0.083,0.0,0.083,0.25,0.0,0.0,0.0,0.083,0.0,0.0,0.083,0.0,0.083,0.0,0.0,0.41700000000000004,0.083,0.083
Lyman Kipp,0.615,0.032,0.013000000000000001,0.4295,0.013000000000000001,0.006500000000000001,0.1015,0.006500000000000001,0.006500000000000001,0.195,0.132,0.019,0.1015,0.006500000000000001,0.0,0.0,0.0,0.019,0.3165,0.1575,0.013000000000000001
Lynda Benglis,-0.385,0.04425,0.0,0.30774999999999997,0.05,0.04425,0.18275,0.01925,0.0,0.11349999999999999,0.01925,0.05,0.05,0.0,0.01925,0.0,0.0,0.01925,0.5345,0.0,0.0
Mark Lancaster,-0.65,0.0,0.0,0.2,0.0,0.05,0.2,0.0,0.0,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.55,0.0,0.05
Mark Rothko,-1.19,0.0,0.08349999999999999,0.1335,0.1335,0.0,0.125,0.24150000000000002,0.0,0.0,0.05,0.0,0.0,0.15,0.0915,0.2835,0.0915,0.0,0.21649999999999997,0.0415,0.0
Marko Pogacnik,-1.36,0.091,0.091,0.364,0.0,0.182,0.091,0.0,0.0,0.091,0.091,0.0,0.0,0.0,0.0,0.091,0.091,0.0,0.364,0.0,0.0
Martin Barre,-0.15750000000000003,0.04775,0.0955,0.23424999999999996,0.02275,0.07050000000000001,0.13875,0.06825,0.02275,0.0,0.07050000000000001,0.02275,0.05,0.116,0.0,0.11825,0.0,0.0,0.373,0.02275,0.13874999999999998
Mathias Goeritz,0.5,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.6,0.2,0.0
Michael Heizer,0.3,0.0,0.0,0.1,0.1,0.2,0.1,0.3,0.0,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.0
Michel Parmentier,-0.29399999999999993,0.0366,0.0166,0.23339999999999997,0.0166,0.0366,0.13,0.0534,0.0366,0.0766,0.11340000000000001,0.0366,0.1466,0.0166,0.0166,0.0166,0.0166,0.0366,0.36660000000000004,0.0766,0.0766
Mira Schendel,-0.9,0.0,0.2,0.2,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.1
Myron Stout,-0.41500000000000004,0.0,0.015,0.217,0.0,0.015,0.202,0.059500000000000004,0.0,0.07250000000000001,0.045,0.05,0.03,0.0225,0.0,0.067,0.0075,0.0225,0.439,0.015,0.03
Nasreen Mohamedi,-0.55,0.091,0.0,0.182,0.0,0.091,0.273,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0,0.0,0.273,0.0,0.0
Noguchi Isamu ,-0.13600000000000004,0.0,0.0,0.2812,0.0182,0.0182,0.18439999999999998,0.0134,0.0182,0.088,0.0946,0.0,0.0448,0.0382,0.0,0.0364,0.0382,0.0,0.3854,0.1012,0.0516
Park Seo-Bo,0.36,0.0,0.0,0.455,0.0,0.0,0.182,0.0,0.0,0.182,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.455,0.182,0.0
Paul Brach,0.16,0.012,0.009250000000000001,0.10125,0.057249999999999995,0.02725,0.09175,0.15949999999999998,0.00625,0.04875,0.07325,0.009250000000000001,0.0345,0.22499999999999998,0.079,0.169,0.012,0.018500000000000003,0.3105,0.015500000000000002,0.053250000000000006
Peter Joseph,-0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1
Phillip King,-0.19666666666666666,0.059,0.0,0.15133333333333335,0.025666666666666667,0.15133333333333335,0.12566666666666668,0.059,0.0,0.03333333333333333,0.09233333333333334,0.025666666666666667,0.0,0.0,0.025666666666666667,0.0,0.0,0.06666666666666667,0.5153333333333333,0.0,0.06666666666666667
Piero Manzoni,-0.5,0.0,0.0,0.5,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.1
Ralph Hotere,-1.38,0.0,0.154,0.154,0.077,0.0,0.308,0.154,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.077,0.0,0.077,0.308,0.0,0.0
Richard Artschwager,-0.5,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1
Richard Serra,-1.005,0.0,0.0,0.127,0.077,0.0385,0.177,0.0385,0.0385,0.0385,0.0,0.0,0.0385,0.0385,0.0385,0.05,0.05,0.077,0.3925,0.0,0.0885
Richard Tuttle,-0.07666666666666667,0.0,0.0,0.12233333333333334,0.0,0.03333333333333333,0.161,0.0,0.05566666666666666,0.12766666666666668,0.13333333333333333,0.03333333333333333,0.18899999999999997,0.0,0.0,0.0,0.0,0.0,0.361,0.03333333333333333,0.15566666666666668
Robert Grosvenor,0.18,0.05,0.05,0.22699999999999998,0.0385,0.05,0.0385,0.0,0.05,0.1925,0.177,0.0,0.20400000000000001,0.05,0.0,0.0,0.0,0.0,0.3155,0.0385,0.0385
Robert Huot,-0.31799999999999995,0.0182,0.0182,0.21919999999999998,0.0334,0.0698,0.141,0.0334,0.0366,0.0912,0.1274,0.0364,0.0698,0.07300000000000001,0.0,0.053000000000000005,0.0364,0.0898,0.2804,0.0182,0.07300000000000001
Robert Morris,0.7400000000000001,0.0,0.0,0.31533333333333335,0.0,0.09400000000000001,0.06066666666666667,0.0,0.0,0.12133333333333333,0.12133333333333333,0.06066666666666667,0.12433333333333334,0.0,0.0,0.03333333333333333,0.0,0.030333333333333334,0.4456666666666667,0.06366666666666666,0.030333333333333334
Robert Ryman,-0.4666666666666666,0.004666666666666666,0.002333333333333333,0.2773333333333334,0.026,0.0185,0.1245,0.026,0.0185,0.09283333333333334,0.07400000000000001,0.002333333333333333,0.09033333333333333,0.02666666666666667,0.0365,0.13633333333333333,0.004666666666666666,0.004666666666666666,0.4033333333333333,0.053166666666666675,0.07383333333333335
Robert Smithson,0.17,0.0,0.0,0.41700000000000004,0.0,0.083,0.083,0.083,0.0,0.0,0.16699999999999998,0.083,0.0,0.083,0.083,0.16699999999999998,0.0,0.0,0.5,0.0,0.083
Rodolfo Arico,-0.125,0.05,0.0,0.25,0.0455,0.0,0.0455,0.0455,0.0955,0.0455,0.0955,0.05,0.0,0.0455,0.0455,0.0,0.0,0.0455,0.47750000000000004,0.0,0.0955
Ronald Bladen,0.3,0.0,0.0,0.191,0.0,0.05,0.23650000000000002,0.0455,0.0,0.0955,0.14550000000000002,0.0,0.14550000000000002,0.05,0.0,0.0,0.0,0.0,0.23650000000000002,0.05,0.05
Ruth Vollmer,-0.42333333333333334,0.0,0.030333333333333334,0.4606666666666667,0.030333333333333334,0.0,0.15466666666666665,0.06066666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.06366666666666666,0.0,0.16366666666666665,0.03333333333333333,0.0,0.31533333333333335,0.06066666666666667,0.030333333333333334
Sheila Hicks,-0.20333333333333328,0.04466666666666667,0.014333333333333332,0.3433333333333333,0.007,0.07233333333333332,0.09333333333333332,0.05666666666666667,0.007,0.028333333333333335,0.14,0.007,0.058666666666666666,0.058666666666666666,0.014333333333333332,0.021333333333333333,0.007,0.007,0.31633333333333336,0.082,0.077
Sol LeWitt,0.135,0.0455,0.0,0.36050000000000004,0.0,0.0,0.1625,0.0455,0.0,0.0,0.17200000000000001,0.0,0.0,0.0455,0.0,0.0,0.0,0.0355,0.351,0.0455,0.0355
Takamatsu Jiro,-0.2,0.05,0.0,0.30000000000000004,0.05,0.05,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.1,0.1,0.0,0.35,0.0,0.1
Tess Jaray,-0.45000000000000007,0.0,0.0,0.35,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.05,0.1,0.45,0.05,0.05
Tony DeLap,0.59,0.0,0.0,0.235,0.0,0.0,0.17600000000000002,0.0,0.0,0.11800000000000001,0.11800000000000001,0.059000000000000004,0.11800000000000001,0.0,0.0,0.0,0.0,0.0,0.47100000000000003,0.0,0.0
Tony Smith,0.718,0.046599999999999996,0.011800000000000001,0.36719999999999997,0.05840000000000001,0.011800000000000001,0.16160000000000002,0.023600000000000003,0.041800000000000004,0.0882,0.1016,0.041800000000000004,0.09,0.07660000000000002,0.011800000000000001,0.07339999999999999,0.011800000000000001,0.023600000000000003,0.28500000000000003,0.1594,0.0
Walter Darby Bannard,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.0,0.2,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.1
Yves Gaucher,-0.55,0.0,0.05,0.2,0.0,0.0,0.15000000000000002,0.0,0.0,0.05,0.25,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.2
Yves Klein,-0.3066666666666667,0.030333333333333334,0.03333333333333333,0.25466666666666665,0.0,0.03333333333333333,0.15166666666666664,0.0,0.030333333333333334,0.09100000000000001,0.12133333333333333,0.09999999999999999,0.030333333333333334,0.0,0.0,0.0,0.0,0.030333333333333334,0.3123333333333333,0.09400000000000001,0.030333333333333334
