,Style,Category,Artist,Title,Year,Is painting,Face or body,Mean rating,Agreeableness,Anger,Anticipation,Arrogance,Disagreeableness,Disgust,Fear,Gratitude,Happiness,Humility,Love,Optimism,Pessimism,Regret,Sadness,Shame,Shyness,Surprise,Trust,Neutral
292,Post Renaissance Art,Baroque,Agostino Carracci,Head of a Faun in a Concave,1595,yes,face,1.3,0.0,0.1,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.2,0.3,0.0
293,Post Renaissance Art,Baroque,Paul Bril,Landscape with a Marsh,1595,yes,none,2.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0
294,Post Renaissance Art,Baroque,Caravaggio,The Lute Player,1596,yes,face,1.5,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.583,0.25,0.083,0.33299999999999996,0.083,0.0,0.25,0.0,0.083,0.25,0.25,0.0
295,Post Renaissance Art,Baroque,Caravaggio,Medusa,1597,yes,face,0.0,0.0,0.154,0.154,0.077,0.0,0.308,0.9229999999999999,0.077,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.077,0.0
296,Post Renaissance Art,Baroque,Paul Bril,Fantastic mountain landscape,1598,yes,face,1.73,0.0,0.0,0.182,0.0,0.0,0.0,0.091,0.091,0.909,0.182,0.182,0.455,0.0,0.0,0.091,0.0,0.091,0.091,0.273,0.0
297,Post Renaissance Art,Baroque,Guido Reni,Rosary Madonna,1598,yes,face,1.25,0.0,0.0,0.25,0.083,0.0,0.0,0.0,0.25,0.41700000000000004,0.16699999999999998,0.583,0.25,0.0,0.0,0.0,0.0,0.0,0.083,0.583,0.0
298,Post Renaissance Art,Baroque,Caravaggio,Narcissus,1599,yes,face,0.77,0.0,0.0,0.154,0.5379999999999999,0.0,0.0,0.077,0.0,0.077,0.231,0.077,0.077,0.0,0.0,0.231,0.154,0.0,0.077,0.077,0.0
299,Post Renaissance Art,Baroque,Caravaggio,David and Goliath,1599,yes,face,1.0,0.16699999999999998,0.41700000000000004,0.083,0.0,0.25,0.16699999999999998,0.25,0.0,0.0,0.0,0.0,0.083,0.083,0.0,0.083,0.083,0.0,0.16699999999999998,0.083,0.0
300,Post Renaissance Art,Baroque,Paul Bril,Ruins and Figures,1600,yes,face,1.3,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.2,0.1,0.0,0.2,0.0,0.0,0.1,0.3,0.0
301,Post Renaissance Art,Baroque,Francisco Pacheco,San Joaqu&#237;n y Santa Ana,1600,yes,face,0.83,0.083,0.0,0.083,0.0,0.0,0.0,0.083,0.083,0.25,0.25,0.25,0.41700000000000004,0.0,0.0,0.0,0.0,0.0,0.083,0.583,0.0
302,Post Renaissance Art,Baroque,Otto van Veen,Portrait of Nicolaas Rockox,1600,yes,face,1.5,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
303,Post Renaissance Art,Baroque,Paul Bril,Diana and Her nymphs at the Hunt,1600,yes,body,1.6,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.6,0.1,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0
305,Post Renaissance Art,Baroque,Hendrick Cornelisz Vroom,"Attack on Spanish Treasure Galleys, Portugal",1602,yes,none,2.3,0.0,0.0,0.1,0.1,0.3,0.0,0.2,0.0,0.2,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
306,Post Renaissance Art,Baroque,Caravaggio,John the Baptist,1602,yes,face,1.14,0.071,0.0,0.071,0.14300000000000002,0.0,0.0,0.14300000000000002,0.0,0.429,0.0,0.071,0.071,0.14300000000000002,0.0,0.071,0.0,0.14300000000000002,0.0,0.35700000000000004,0.0
307,Post Renaissance Art,Baroque,Caravaggio,Amor Victorious,1602,yes,face,1.3,0.1,0.0,0.2,0.3,0.0,0.0,0.0,0.1,0.9,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
308,Post Renaissance Art,Baroque,Paul Bril,The Campo Vaccino with a Gypsy Woman Reading a Palm,1603,yes,face,0.9,0.1,0.0,0.4,0.2,0.0,0.2,0.2,0.1,0.6,0.4,0.2,0.2,0.0,0.2,0.1,0.1,0.1,0.2,0.2,0.0
309,Post Renaissance Art,Baroque,Annibale Carracci,The Flight into Egypt,1603,yes,face,1.91,0.091,0.091,0.182,0.091,0.091,0.0,0.0,0.091,0.364,0.455,0.182,0.273,0.091,0.0,0.182,0.0,0.091,0.091,0.182,0.0
310,Post Renaissance Art,Baroque,Caravaggio,Ecce Homo,1605,yes,face,0.0,0.0,0.091,0.0,0.091,0.0,0.091,0.091,0.0,0.0,0.182,0.0,0.0,0.091,0.182,0.364,0.273,0.0,0.0,0.182,0.0
311,Post Renaissance Art,Baroque,Caravaggio,Saint Jerome Writing,1605,yes,face,1.55,0.091,0.0,0.091,0.182,0.091,0.0,0.182,0.182,0.091,0.364,0.0,0.091,0.091,0.091,0.455,0.091,0.091,0.091,0.636,0.0
313,Post Renaissance Art,Baroque,Paul Bril,Landscape with Mercury and Argus,1606,yes,body,1.67,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.41700000000000004,0.41700000000000004,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0
314,Post Renaissance Art,Baroque,Paul Bril,View of a Port,1607,yes,face,1.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Post Renaissance Art,Baroque,Osias Beert,Still Life of fruit in a Wan-li Bowl,1607,yes,none,1.7,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.5,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
317,Post Renaissance Art,Baroque,Peter Paul Rubens,The Elevation of the Cross,1610,yes,face,1.91,0.0,0.091,0.091,0.182,0.091,0.091,0.182,0.182,0.091,0.091,0.0,0.0,0.182,0.273,0.636,0.273,0.091,0.0,0.182,0.0
318,Post Renaissance Art,Baroque,Artemisia Gentileschi,Susanna and the Elders,1610,yes,face,1.3,0.0,0.2,0.1,0.2,0.0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.1,0.0
319,Post Renaissance Art,Baroque,Osias Beert,Still Life of Fruit,1610,yes,none,2.1,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.4,0.1,0.0,0.4,0.0,0.1,0.1,0.0,0.0,0.1,0.2,0.0
320,Post Renaissance Art,Baroque,Caravaggio,John the Baptist (Reclining Baptist),1610,yes,face,1.64,0.091,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.091,0.182,0.182,0.182,0.0,0.091,0.182,0.091,0.0,0.182,0.455,0.0
321,Post Renaissance Art,Baroque,Paul Bril,The Port,1611,yes,body,1.45,0.0,0.02,0.102,0.02,0.02,0.02,0.102,0.02,0.408,0.306,0.02,0.102,0.061,0.040999999999999995,0.28600000000000003,0.040999999999999995,0.040999999999999995,0.061,0.08199999999999999,0.0
323,Post Renaissance Art,Baroque,Otto van Veen,Batavians Defeating Romans on the Rhine,1613,yes,face,2.1,0.0,0.4,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.1,0.0,0.0,0.1,0.0
324,Post Renaissance Art,Baroque,Adriaen van de Venne,Fishing for Souls,1614,yes,face,1.03,0.038,0.026000000000000002,0.205,0.038,0.077,0.064,0.321,0.038,0.192,0.051,0.051,0.09,0.051,0.013000000000000001,0.244,0.09,0.013000000000000001,0.10300000000000001,0.16699999999999998,0.0
325,Post Renaissance Art,Baroque,Adriaen van de Venne,Winter Scene,1614,yes,face,1.51,0.013999999999999999,0.013999999999999999,0.149,0.027000000000000003,0.027000000000000003,0.013999999999999999,0.068,0.054000000000000006,0.446,0.243,0.054000000000000006,0.311,0.054000000000000006,0.068,0.149,0.013999999999999999,0.013999999999999999,0.081,0.135,0.0
326,Post Renaissance Art,Baroque,Esaias van de Velde,Battle scene in an open landscape,1614,yes,face,0.0,0.0,0.5,0.0,0.2,0.2,0.2,0.7,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0
327,Post Renaissance Art,Baroque,Artemisia Gentileschi,Self-portrait as a Female Martyr,1615,yes,face,2.09,0.091,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.273,0.0,0.0,0.0,0.091,0.091,0.0,0.0,0.0,0.818,0.0
328,Post Renaissance Art,Baroque,Francisco Pacheco,The Supper with Christ and the Angels,1615,yes,face,1.31,0.0,0.0,0.077,0.0,0.0,0.0,0.077,0.385,0.231,0.385,0.385,0.308,0.0,0.0,0.0,0.0,0.0,0.077,0.385,0.0
329,Post Renaissance Art,Baroque,Adriaen van de Venne,The Port of Middelburg,1615,yes,face,1.7,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.3,0.3,0.0,0.4,0.1,0.0,0.2,0.1,0.0,0.1,0.4,0.0
330,Post Renaissance Art,Baroque,Agostino Tassi,The Embarkation of a Queen,1615,yes,body,0.6,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.2,0.0
331,Post Renaissance Art,Baroque,Jacob Jordaens,The Return from Egypt of the Holy Family,1616,yes,face,1.4,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.7,0.2,0.5,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.4,0.0
332,Post Renaissance Art,Baroque,Frans Snyders,Still Life,1616,yes,none,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.545,0.182,0.0,0.364,0.0,0.091,0.091,0.0,0.0,0.0,0.091,0.0
333,Post Renaissance Art,Baroque,Hendrick Cornelisz Vroom,Dutch Ships Ramming Spanish Galleys off the Flemish Coast in October 1602,1617,yes,body,1.39,0.011000000000000001,0.315,0.09,0.10099999999999999,0.18,0.10099999999999999,0.41600000000000004,0.034,0.045,0.045,0.034,0.055999999999999994,0.055999999999999994,0.034,0.225,0.079,0.011000000000000001,0.067,0.258,0.0
334,Post Renaissance Art,Baroque,Adriaen van de Venne,Princes Maurits and Frederik Hendrik of Orange at the Valkenburg horse fair,1618,yes,face,1.4,0.071,0.027000000000000003,0.161,0.08900000000000001,0.036000000000000004,0.027000000000000003,0.036000000000000004,0.045,0.518,0.161,0.045,0.23199999999999998,0.009000000000000001,0.027000000000000003,0.027000000000000003,0.018000000000000002,0.009000000000000001,0.098,0.348,0.0
335,Post Renaissance Art,Baroque,Esaias van de Velde,Ice on the moat entertainment,1618,yes,face,2.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.8,0.4,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0
336,Post Renaissance Art,Baroque,Guercino,The Dead Christ Mourned by Two Angels,1618,yes,face,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.4,0.8,0.0,0.0,0.2,0.4,0.0
337,Post Renaissance Art,Baroque,Peter Paul Rubens,Rape of the Daughters of Leucippus,1618,yes,face,1.3,0.0,0.3,0.1,0.3,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.6,0.0,0.0,0.1,0.0
338,Post Renaissance Art,Baroque,Frans Snyders,Game Stall,1618,yes,face,0.08,0.077,0.154,0.154,0.154,0.231,0.077,0.154,0.154,0.308,0.077,0.0,0.154,0.231,0.0,0.231,0.154,0.0,0.077,0.154,0.0
339,Post Renaissance Art,Baroque,Alonzo Cano,Inmaculate Conception,1619,yes,face,1.92,0.0,0.0,0.16699999999999998,0.083,0.0,0.083,0.0,0.083,0.16699999999999998,0.25,0.5,0.25,0.0,0.083,0.0,0.0,0.25,0.083,0.41700000000000004,0.0
340,Post Renaissance Art,Baroque,Jacob Jordaens,Portrait of a Young Married Couple,1620,yes,face,1.47,0.040999999999999995,0.0,0.08199999999999999,0.122,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.469,0.102,0.51,0.265,0.0,0.040999999999999995,0.040999999999999995,0.02,0.061,0.061,0.306,0.0
341,Post Renaissance Art,Baroque,Agostino Tassi,Festivities on the Coast (Calendimaggio),1620,yes,body,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
342,Post Renaissance Art,Baroque,Jacob Jordaens,Mercury and Argos,1620,yes,face,1.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.3,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0
343,Post Renaissance Art,Baroque,Paul Bril,View of Bracciano,1620,yes,body,1.85,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.0,0.462,0.231,0.0,0.385,0.0,0.0,0.0,0.077,0.0,0.0,0.154,0.0
344,Post Renaissance Art,Baroque,Anthony van Dyck,Samson and Delilah,1620,yes,face,1.8,0.1,0.0,0.2,0.0,0.1,0.1,0.2,0.1,0.0,0.2,0.2,0.1,0.1,0.1,0.6,0.1,0.1,0.2,0.2,0.0
345,Post Renaissance Art,Baroque,Frans Snyders,Fish market,1621,yes,face,0.6,0.0,0.0,0.2,0.0,0.1,0.4,0.1,0.0,0.3,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0
346,Post Renaissance Art,Baroque,Artemisia Gentileschi,Portrait of a Condottiero,1622,yes,face,1.6,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.3,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0
347,Post Renaissance Art,Baroque,Guercino,Et in Arcadia Ego,1622,yes,face,0.8,0.0,0.0,0.2,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0
348,Post Renaissance Art,Baroque,Esaias van de Velde,Ferry Boat,1622,yes,none,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.545,0.364,0.091,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.0
349,Post Renaissance Art,Baroque,Esaias van de Velde,A landscape with travellers crossing a bridge before a small dwelling,1622,yes,face,1.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.5,0.5,0.1,0.4,0.0,0.1,0.1,0.0,0.0,0.1,0.3,0.0
350,Post Renaissance Art,Baroque,Frans Hals,Marriage Portrait of Isaac Massa and Beatrix van der Laen,1622,yes,face,2.13,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.733,0.0,0.5329999999999999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.0
351,Post Renaissance Art,Baroque,Pieter Claesz,Still Life with Musical Instruments,1623,yes,none,2.0,0.0,0.091,0.364,0.0,0.091,0.0,0.0,0.091,0.727,0.0,0.182,0.182,0.0,0.0,0.0,0.0,0.0,0.091,0.273,0.0
352,Post Renaissance Art,Baroque,Esaias van de Velde,Winter landscape with farmhouse,1624,yes,face,1.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.9,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,Post Renaissance Art,Baroque,Adriaen van de Venne,Early depiction of a &quot;Dutch telescope&quot;,1624,yes,face,1.73,0.091,0.091,0.545,0.0,0.0,0.0,0.091,0.091,0.182,0.0,0.091,0.455,0.0,0.091,0.091,0.0,0.091,0.091,0.273,0.0
354,Post Renaissance Art,Baroque,Hercules Seghers,A River Valley with a Group of Houses,1625,yes,none,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
356,Post Renaissance Art,Baroque,Adriaen Brouwer,Scene at the Inn,1625,yes,face,0.64,0.091,0.091,0.0,0.273,0.091,0.091,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.182,0.182,0.0,0.0,0.091,0.0
357,Post Renaissance Art,Baroque,Hercules Seghers,Two Trees,1625,yes,none,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.909,0.182,0.091,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0
358,Post Renaissance Art,Baroque,Hercules Seghers,Panoramic landscape,1625,yes,none,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636,0.273,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.091,0.182,0.0
359,Post Renaissance Art,Baroque,Hercules Seghers,River valley,1626,yes,none,0.64,0.0,0.091,0.091,0.0,0.0,0.0,0.091,0.0,0.273,0.273,0.0,0.091,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0
360,Post Renaissance Art,Baroque,Agostino Tassi,Naufragio Della Flotta Di Enea,1627,yes,body,1.1,0.0,0.1,0.1,0.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.5,0.0,0.0,0.1,0.0,0.0
361,Post Renaissance Art,Baroque,Hendrick Terbrugghen,Singing Boy,1627,yes,face,1.5,0.0,0.0,0.125,0.0,0.063,0.0,0.0,0.125,0.43799999999999994,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.43799999999999994,0.0
362,Post Renaissance Art,Baroque,Artemisia Gentileschi,Aurora,1627,yes,face,1.32,0.033,0.05,0.067,0.083,0.017,0.1,0.15,0.033,0.3,0.183,0.183,0.15,0.033,0.067,0.1,0.033,0.033,0.1,0.35,0.0
363,Post Renaissance Art,Baroque,Pieter Claesz,Still Life. Skull and Writing Quill,1628,yes,none,0.67,0.0,0.0,0.16699999999999998,0.0,0.0,0.0,0.41700000000000004,0.083,0.0,0.0,0.0,0.083,0.33299999999999996,0.0,0.16699999999999998,0.083,0.0,0.16699999999999998,0.083,0.0
364,Post Renaissance Art,Baroque,Pieter Claesz,Vanitas Still-life,1628,yes,face,1.9,0.1,0.0,0.2,0.0,0.0,0.1,0.3,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.2,0.0
365,Post Renaissance Art,Baroque,Judith Leyster,A Youth with a Jug,1629,yes,face,2.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0
366,Post Renaissance Art,Baroque,Francisco de Zurbaran,The Death of St. Bonaventura,1629,yes,face,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,0.1,0.0,0.0,0.1,0.0
367,Post Renaissance Art,Baroque,Judith Leyster,Jolly Toper,1629,yes,face,1.36,0.091,0.091,0.091,0.0,0.091,0.0,0.091,0.182,0.818,0.091,0.091,0.273,0.0,0.0,0.0,0.091,0.091,0.091,0.273,0.0
368,Post Renaissance Art,Baroque,Judith Leyster,Two musicians,1629,yes,face,1.9,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.5,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0
369,Post Renaissance Art,Baroque,Francisco de Zurbaran,Birth of the Virgin,1629,yes,face,2.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.4,0.3,0.4,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.4,0.0
370,Post Renaissance Art,Baroque,Judith Leyster,Laughing Children with a Cat,1629,yes,face,1.45,0.0,0.0,0.182,0.0,0.0,0.0,0.091,0.0,0.727,0.182,0.545,0.182,0.091,0.091,0.091,0.0,0.0,0.0,0.0,0.0
371,Post Renaissance Art,Baroque,Judith Leyster,The serenade,1629,yes,face,1.91,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.818,0.0,0.364,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.0
372,Post Renaissance Art,Baroque,Francisco de Zurbaran,Appearance of St. Peter to St. Peter Nolasco,1629,yes,face,0.31,0.0,0.063,0.063,0.0,0.0,0.0,0.375,0.063,0.0,0.125,0.063,0.125,0.063,0.063,0.313,0.125,0.0,0.063,0.375,0.0
373,Post Renaissance Art,Baroque,Louise Moillon,"Still Life with Cherries, Strawberries and Gooseberries",1630,yes,none,1.4,0.133,0.067,0.067,0.067,0.067,0.133,0.067,0.067,0.6,0.467,0.2,0.2,0.2,0.067,0.067,0.067,0.133,0.2,0.067,0.0
374,Post Renaissance Art,Baroque,Jan Miense Molenaer,Quack and His Assistant,1630,yes,face,1.36,0.039,0.026000000000000002,0.13,0.078,0.013000000000000001,0.039,0.026000000000000002,0.156,0.506,0.20800000000000002,0.078,0.195,0.013000000000000001,0.026000000000000002,0.013000000000000001,0.039,0.039,0.11699999999999999,0.273,0.013000000000000001
375,Post Renaissance Art,Baroque,Judith Leyster,Merry Company,1630,yes,face,1.26,0.049,0.0,0.099,0.049,0.0,0.037000000000000005,0.012,0.136,0.778,0.099,0.222,0.247,0.037000000000000005,0.0,0.012,0.012,0.0,0.012,0.16,0.0
376,Post Renaissance Art,Baroque,Francisco de Zurbaran,The Immaculate Conception,1630,yes,face,1.08,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.083,0.41700000000000004,0.16699999999999998,0.41700000000000004,0.16699999999999998,0.0,0.0,0.083,0.0,0.0,0.16699999999999998,0.41700000000000004,0.0
377,Post Renaissance Art,Baroque,Cornelis de Vos,Self-portrait of the Artist with his Wife Suzanne Cock and their Children,1630,yes,face,2.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.3,0.4,0.6,0.2,0.1,0.0,0.0,0.0,0.1,0.1,0.5,0.0
378,Post Renaissance Art,Baroque,Adriaen Brouwer,The Smokers or The Peasants of Moerdijk,1630,yes,face,0.94,0.0,0.0,0.25,0.188,0.063,0.063,0.0,0.0,0.43799999999999994,0.125,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.063,0.125,0.0
379,Post Renaissance Art,Baroque,Cornelis de Vos,Portrait of Elisabeth Mertens and her Late Husband,1630,yes,face,1.15,0.106,0.045,0.152,0.152,0.03,0.03,0.136,0.106,0.364,0.121,0.318,0.106,0.03,0.045,0.091,0.03,0.045,0.076,0.409,0.015
380,Post Renaissance Art,Baroque,Agostino Tassi,Competition on the Capitoline Hill,1630,yes,face,1.57,0.0,0.0,0.28600000000000003,0.0,0.071,0.0,0.0,0.071,0.14300000000000002,0.071,0.0,0.214,0.0,0.0,0.071,0.071,0.0,0.0,0.5710000000000001,0.0
381,Post Renaissance Art,Baroque,Artemisia Gentileschi,Sleeping Venus,1630,yes,face,2.1,0.2,0.0,0.2,0.1,0.0,0.2,0.1,0.1,0.4,0.3,0.3,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.5,0.0
382,Post Renaissance Art,Baroque,Jan Miense Molenaer,the Duet,1630,yes,face,2.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0
383,Post Renaissance Art,Baroque,Anthony van Dyck,The Rest on the Flight to Egypt,1630,yes,face,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.273,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.273,0.0
384,Post Renaissance Art,Baroque,Nicolas Tournier,The Concert,1630,yes,face,1.45,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.727,0.0,0.091,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0
385,Post Renaissance Art,Baroque,Hendrick Cornelisz Vroom,The Harbour in Amsterdam,1630,yes,body,2.36,0.091,0.091,0.0,0.091,0.091,0.182,0.091,0.0,0.273,0.091,0.0,0.182,0.0,0.0,0.0,0.091,0.0,0.0,0.636,0.0
386,Post Renaissance Art,Baroque,Cornelis de Vos,Family Portrait,1631,yes,face,2.18,0.091,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.636,0.273,0.545,0.091,0.091,0.0,0.0,0.0,0.0,0.182,0.182,0.0
