,Style,Category,Artist,Title,Year,Is painting,Face or body,Mean rating,Agreeableness,Anger,Anticipation,Arrogance,Disagreeableness,Disgust,Fear,Gratitude,Happiness,Humility,Love,Optimism,Pessimism,Regret,Sadness,Shame,Shyness,Surprise,Trust,Neutral
1080,Modern Art,Impressionism,Armand Guillaumin,Sunset at Ivry (Soleil couchant &#224; Ivry),1873,yes,none,1.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.6,0.3,0.2,0.3,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.0
1081,Modern Art,Impressionism,Giovanni Boldini,The Model and the Mannequin,1873,yes,face,1.2,0.0,0.1,0.1,0.1,0.1,0.2,0.4,0.0,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.0,0.0,0.1,0.0
1082,Modern Art,Impressionism,Claude Monet,Autumn on the Seine at Argenteuil,1873,yes,none,1.57,0.214,0.0,0.14300000000000002,0.0,0.0,0.071,0.0,0.071,0.429,0.14300000000000002,0.0,0.214,0.071,0.071,0.071,0.0,0.071,0.071,0.14300000000000002,0.0
1083,Modern Art,Impressionism,Edgar Degas,A Cotton Office in New Orleans,1873,yes,face,1.9,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.5,0.1,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.5,0.0
1084,Modern Art,Impressionism,Claude Monet,"Impression, sunrise",1873,yes,body,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.636,0.273,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.091,0.182,0.0
1086,Modern Art,Impressionism,Alfred Sisley,The&#160;regattas&#160;Moseley,1874,yes,body,1.5,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.1
1087,Modern Art,Impressionism,Alfred Sisley,Under the bridge at Hampton Court,1874,yes,none,1.15,0.0,0.077,0.154,0.0,0.077,0.0,0.0,0.0,0.5379999999999999,0.231,0.077,0.231,0.0,0.077,0.0,0.0,0.0,0.077,0.231,0.0
1088,Modern Art,Impressionism,Alfred Sisley,Molesey Weir at Hampton Court Morning,1874,yes,none,1.67,0.083,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.083,0.25,0.083
1089,Modern Art,Impressionism,Ioannis Altamouras,The Port of Copenhagen,1874,yes,body,2.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.6,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0
1090,Modern Art,Impressionism,Francisco Oller,The Student,1874,yes,face,1.82,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.091,0.273,0.455,0.182,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.0
1091,Modern Art,Impressionism,James Tissot,On the Thames,1874,yes,face,2.09,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.545,0.091,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.0
1092,Modern Art,Impressionism,Pierre-Auguste Renoir,Camille Monet and Her Son Jean in the Garden at Argenteuil,1874,yes,face,1.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.7,0.5,0.7,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0
1093,Modern Art,Impressionism,Ioannis Altamouras,Boat at the beach,1874,yes,none,1.12,0.013999999999999999,0.028999999999999998,0.174,0.013999999999999999,0.028999999999999998,0.043,0.145,0.0,0.188,0.145,0.013999999999999999,0.11599999999999999,0.188,0.07200000000000001,0.377,0.057999999999999996,0.013999999999999999,0.057999999999999996,0.145,0.0
1094,Modern Art,Impressionism,Alfred Sisley,Regata at Hampton Court,1874,yes,body,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,Modern Art,Impressionism,Eva Gonzales,A Box at the Italian Theatre,1874,yes,face,1.38,0.154,0.0,0.077,0.077,0.0,0.0,0.077,0.0,0.6920000000000001,0.231,0.154,0.154,0.0,0.077,0.0,0.077,0.154,0.0,0.308,0.0
1100,Modern Art,Impressionism,Edouard Manet,The Monet family in their garden at Argenteuil,1874,yes,face,2.1,0.045,0.0,0.015,0.015,0.015,0.0,0.03,0.10400000000000001,0.851,0.34299999999999997,0.522,0.284,0.015,0.015,0.0,0.0,0.015,0.015,0.26899999999999996,0.0
1101,Modern Art,Impressionism,Claude Monet,Camille Monet and a Child in the Artistâs Garden in Argenteuil,1875,yes,face,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
1103,Modern Art,Impressionism,Gustave Caillebotte,The Parquet Planers,1875,yes,face,0.7,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.2,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1105,Modern Art,Impressionism,Giuseppe de Nittis,A Winter&#39;s Landscape,1875,yes,face,1.73,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.636,0.364,0.091,0.182,0.0,0.0,0.182,0.0,0.0,0.0,0.182,0.0
1106,Modern Art,Impressionism,Edgar Degas,Place de la Concorde,1875,yes,face,1.45,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.364,0.273,0.182,0.091,0.0,0.0,0.091,0.0,0.0,0.091,0.273,0.0
1107,Modern Art,Abstract Expressionism,Victor Hugo,Composition with taches,1875,yes,none,-0.7,0.0,0.1,0.2,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.5,0.0,0.0
1108,Modern Art,Impressionism,James Tissot,Hush! (The Concert),1875,yes,face,1.7,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.5,0.7,0.3,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0
1109,Modern Art,Impressionism,Giovanni Fattori,Bleifarbenes Meer,1875,yes,none,1.2,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.1,0.4,0.3,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.1,0.1,0.0
1111,Modern Art,Abstract Expressionism,Huang Yongyu,Cranes under Lotus,1875,yes,body,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0
1112,Modern Art,Impressionism,Konstantinos Volanakis,Boats and Children on the Beach,1875,yes,face,1.36,0.182,0.0,0.364,0.0,0.0,0.0,0.0,0.091,0.636,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.0
1113,Modern Art,Impressionism,Pierre-Auguste Renoir,Dance at Moulin de la Galette,1876,yes,face,1.58,0.16699999999999998,0.083,0.083,0.0,0.083,0.083,0.0,0.083,0.917,0.16699999999999998,0.16699999999999998,0.083,0.0,0.083,0.0,0.083,0.0,0.083,0.16699999999999998,0.0
1114,Modern Art,Impressionism,Edgar Degas,The Absinthe Drinker,1876,yes,face,1.8,0.0,0.0,0.2,0.0,0.1,0.1,0.5,0.0,0.1,0.1,0.0,0.0,0.5,0.1,0.8,0.0,0.0,0.2,0.2,0.0
1115,Modern Art,Impressionism,Eva Gonzales,Woman Awakening,1876,yes,face,2.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0
1116,Modern Art,Impressionism,Alfred Sisley,Flood at Port Marly,1876,yes,none,1.9,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.2,0.4,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1118,Modern Art,Impressionism,Gustave Caillebotte,"The Bather, or The Diver",1877,yes,face,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0
1119,Modern Art,Impressionism,Gustave Caillebotte,"Paris, a Rainy Day",1877,yes,face,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.455,0.182,0.182,0.091,0.0,0.0,0.182,0.0,0.0,0.0,0.091,0.0
1120,Modern Art,Impressionism,Louise Abb&#233;ma,Lunch in the Greenhouse,1877,yes,face,1.55,0.091,0.0,0.0,0.182,0.0,0.0,0.0,0.364,0.636,0.273,0.273,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.0
1121,Modern Art,Impressionism,Robert Harris,A North African Interior,1877,yes,face,1.36,0.0,0.0,0.091,0.182,0.0,0.0,0.0,0.0,0.455,0.273,0.091,0.182,0.0,0.0,0.0,0.0,0.091,0.182,0.364,0.0
1122,Modern Art,Impressionism,Gustave Caillebotte,The Nap,1877,yes,face,1.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.8,0.3,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.2,0.0
1123,Modern Art,Impressionism,Pierre-Auguste Renoir,Jeanne Samary in a Low Necked Dress,1877,yes,face,2.5,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
1124,Modern Art,Impressionism,Gustave Caillebotte,Skiffs on the Yerres,1877,yes,face,1.4,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0
1125,Modern Art,Impressionism,Armand Guillaumin,Le Pont des Arts,1878,yes,none,1.55,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.182,0.364,0.364,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.091,0.182,0.0
1126,Modern Art,Impressionism,Giovanni Boldini,Lady in Red Coat,1878,yes,face,2.5,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.4,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
1127,Modern Art,Impressionism,Nicolae Grigorescu,Sm&#226;rdan Attack,1878,yes,face,1.45,0.0,0.364,0.091,0.0,0.182,0.182,0.636,0.0,0.0,0.0,0.0,0.0,0.273,0.091,0.636,0.091,0.0,0.091,0.091,0.0
1128,Modern Art,Impressionism,Giuseppe de Nittis,Promenade Hivernale,1878,yes,face,1.27,0.0,0.0,0.182,0.091,0.091,0.0,0.0,0.182,0.0,0.273,0.091,0.091,0.0,0.0,0.182,0.0,0.091,0.182,0.545,0.0
1129,Modern Art,Impressionism,Henri Gervex,Rolla,1878,yes,face,1.5,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.833,0.16699999999999998,0.0,0.0,0.083,0.083,0.0,0.083,0.16699999999999998,0.0
1130,Modern Art,Impressionism,Louise Abb&#233;ma,Portrait de Sarah Bernhardt,1879,yes,face,1.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1
1131,Modern Art,Impressionism,Edouard Manet,Self Portrait with a Palette,1879,yes,face,1.0,0.0,0.0,0.091,0.182,0.0,0.0,0.091,0.091,0.091,0.091,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.091,0.273,0.0
1133,Modern Art,Impressionism,James Campbell Noble,Sunday Morning,1879,yes,none,0.77,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462,0.231,0.0,0.077,0.231,0.0,0.308,0.077,0.0,0.077,0.0,0.0
1134,Modern Art,Impressionism,Mary Cassatt,In the Box,1879,yes,face,1.54,0.0,0.0,0.154,0.0,0.0,0.077,0.077,0.0,0.5379999999999999,0.231,0.231,0.231,0.077,0.0,0.077,0.077,0.0,0.077,0.231,0.0
1135,Modern Art,Impressionism,Edgar Degas,Two Ballet Dancers,1879,yes,body,1.73,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.545,0.0,0.0,0.455,0.0,0.0,0.0,0.091,0.0,0.0,0.455,0.0
1136,Modern Art,Impressionism,Louise Abb&#233;ma,Portrait de Mlle Samary,1879,yes,face,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0
1137,Modern Art,Impressionism,Giovanni Boldini,The Dispatch Bearer,1879,yes,face,1.7,0.1,0.0,0.4,0.2,0.0,0.1,0.1,0.2,0.2,0.2,0.0,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.3,0.0
1138,Modern Art,Impressionism,Marianne North,Red Sea,1880,yes,none,1.8,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.6,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0
1139,Modern Art,Impressionism,Marie Bracquemond,On the Terrace at S&#232;vres,1880,yes,face,1.82,0.0,0.0,0.091,0.091,0.0,0.091,0.0,0.0,0.727,0.091,0.273,0.091,0.091,0.0,0.091,0.0,0.0,0.091,0.455,0.0
1140,Modern Art,Impressionism,Pericles Pantazis ,Supreme Court,1880,yes,none,1.27,0.0,0.0,0.182,0.0,0.091,0.091,0.091,0.091,0.455,0.364,0.091,0.364,0.091,0.0,0.0,0.0,0.091,0.0,0.091,0.0
1141,Modern Art,Impressionism,Marie Bracquemond,Three ladies with parasol (aka Three Graces),1880,yes,face,2.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.7,0.3,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0
1142,Modern Art,Impressionism,Eva Gonzales,The Donkey Ride,1880,yes,face,0.54,0.154,0.0,0.077,0.154,0.0,0.0,0.077,0.077,0.308,0.385,0.231,0.077,0.077,0.0,0.308,0.0,0.0,0.0,0.154,0.0
1143,Modern Art,Impressionism,Giovanni Fattori,Berittener Hirte und K&#252;he,1880,yes,face,1.5,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.16699999999999998,0.41700000000000004,0.5,0.16699999999999998,0.16699999999999998,0.0,0.0,0.16699999999999998,0.0,0.0,0.083,0.41700000000000004,0.0
1144,Modern Art,Impressionism,Frits Thaulow,Evening at the Bay of Frogner,1880,yes,face,1.38,0.0,0.0,0.154,0.0,0.077,0.077,0.077,0.154,0.769,0.308,0.077,0.231,0.0,0.0,0.077,0.077,0.0,0.077,0.0,0.0
1145,Modern Art,Impressionism,Marie Bracquemond,Le Gouter,1880,yes,face,2.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.5,0.3,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.3,0.0
1146,Modern Art,Impressionism,Laszlo Mednyanszky,Fishing on the Tisza,1880,yes,body,0.92,0.0,0.0,0.077,0.0,0.0,0.0,0.077,0.0,0.308,0.154,0.0,0.231,0.154,0.0,0.231,0.0,0.0,0.154,0.077,0.0
1147,Modern Art,Impressionism,Ant&#243;nio de Carvalho da Silva Porto,"No Areinho, Douro",1880,yes,face,2.1,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.8,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
1148,Modern Art,Impressionism,Marianne North,"The Street of Blood, Delhi",1880,yes,body,1.6,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.5,0.2,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.3,0.2,0.0
1149,Modern Art,Impressionism,Edgar Degas,Three Dancers in an Exercise Hall,1880,yes,face,2.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0
1150,Modern Art,Impressionism,James Campbell Noble,"The Old Wharf, Dordrecht, Holland",1880,yes,none,1.3,0.0,0.1,0.3,0.1,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.0,0.1,0.2,0.0
1151,Modern Art,Impressionism,Charles Sprague Pearce,Woman in White Dress and Straw Hat,1880,yes,face,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.5,0.0,0.3,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0
1152,Modern Art,Impressionism,Henry Herbert La Thangue,Portrait of a Young Girl,1880,yes,face,1.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.3,0.1,0.0,0.2,0.0,0.7,0.0,0.1,0.0,0.1,0.0
1153,Modern Art,Impressionism,Marie Bracquemond,Woman with an Umbrella,1880,yes,face,2.0,0.077,0.0,0.154,0.077,0.0,0.0,0.077,0.0,0.6920000000000001,0.308,0.231,0.308,0.0,0.077,0.0,0.0,0.0,0.154,0.385,0.0
1154,Modern Art,Impressionism,Henry Herbert La Thangue,"The Boat Builder&#39;s Yard, Cancale, Brittany",1881,yes,face,2.0,0.0,0.0,0.0,0.071,0.071,0.071,0.0,0.0,0.429,0.5,0.0,0.071,0.071,0.14300000000000002,0.214,0.0,0.071,0.071,0.14300000000000002,0.0
1155,Modern Art,Impressionism,Theodor Philipsen,Brakkebroen landing stage on Saltholm,1881,yes,body,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0
1156,Modern Art,Impressionism,Edgar Degas,"Little Dancer, Fourteen Year Old",1881,no,face,2.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.222,0.444,0.556,0.111,0.111,0.0,0.0,0.222,0.0,0.0,0.0,0.444,0.0
1157,Modern Art,Impressionism,Berthe Morisot,After Luncheon,1881,yes,face,2.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.3,0.9,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0
1158,Modern Art,Impressionism,Berthe Morisot,Child in the Rose Garden,1881,yes,face,1.36,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.818,0.273,0.364,0.091,0.0,0.0,0.0,0.0,0.0,0.091,0.182,0.0
1159,Modern Art,Impressionism,Leon Wycz&#243;Åkowski,Portrait of a Lady,1881,yes,face,2.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0
1160,Modern Art,Impressionism,Karl Edvard Diriks,Fra Akershus,1881,yes,body,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.273,0.091,0.091,0.0,0.0,0.273,0.0,0.0,0.091,0.0,0.0
1161,Modern Art,Impressionism,Pierre-Auguste Renoir,Pink and Blue,1881,yes,face,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.6,0.5,0.7,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0
1162,Modern Art,Impressionism,John Henry Twachtman,Landscape,1882,yes,none,1.0,0.0,0.0,0.083,0.0,0.0,0.0,0.16699999999999998,0.0,0.33299999999999996,0.33299999999999996,0.0,0.0,0.083,0.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0
1163,Modern Art,Impressionism,James Ensor,The Oyster Eater,1882,yes,face,1.58,0.0,0.0,0.16699999999999998,0.16699999999999998,0.083,0.0,0.0,0.16699999999999998,0.583,0.16699999999999998,0.083,0.083,0.083,0.0,0.0,0.0,0.083,0.16699999999999998,0.25,0.0
1165,Modern Art,Impressionism,Aleksander Gierymski,Altany,1882,yes,face,1.62,0.154,0.0,0.077,0.077,0.0,0.0,0.0,0.0,0.615,0.154,0.154,0.231,0.0,0.0,0.077,0.0,0.0,0.0,0.077,0.0
1166,Modern Art,Impressionism,Henrique Pousao,"Miragem, N&#225;poles",1882,yes,none,0.6,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0
1167,Modern Art,Impressionism,Edouard Manet,A Bar at the Folies-Bergere,1882,yes,face,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.545,0.182,0.182,0.182,0.0,0.091,0.0,0.0,0.0,0.0,0.364,0.0
